Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-29.893253	-29.893253
1	0.950747	7500	-29.448327	-59.341580
2	0.926679	7500	-29.000337	-88.341917
3	0.902980	7500	-28.564959	-116.906876
4	0.879648	7500	-28.120804	-145.027680
5	0.856682	7500	-27.683444	-172.711123
6	0.834079	7500	-27.247569	-199.958692
7	0.811838	7500	-26.842892	-226.801585
8	0.789957	7500	-26.419096	-253.220680
9	0.768433	7500	-25.940967	-279.161647
10	0.747266	7500	-25.561948	-304.723595
11	0.726452	7500	-25.116554	-329.840149
12	0.705989	7500	-24.675648	-354.515797
13	0.685877	7500	-24.265647	-378.781444
14	0.666112	7500	-23.833685	-402.615129
15	0.646693	7500	-23.446432	-426.061561
16	0.627618	7500	-23.006076	-449.067637
17	0.608884	7500	-22.609898	-471.677535
18	0.590490	7500	-22.242171	-493.919706
19	0.572433	7500	-21.926301	-515.846007
20	0.554712	7500	-21.571325	-537.417333
21	0.537324	7500	-21.144436	-558.561768
22	0.520268	7500	-20.744608	-579.306376
23	0.503540	7500	-20.321641	-599.628016
24	0.487139	7500	-19.962652	-619.590668
25	0.471063	7500	-19.531497	-639.122165
26	0.455310	7500	-19.149935	-658.272100
27	0.439877	7500	-18.661966	-676.934067
28	0.424762	7500	-18.280184	-695.214251
29	0.409963	7500	-17.932059	-713.146310
30	0.395478	7500	-17.640568	-730.786878
31	0.381305	7500	-17.282840	-748.069718
32	0.367440	7500	-16.867384	-764.937102
33	0.353883	7500	-16.510173	-781.447274
34	0.340630	7500	-16.150177	-797.597451
35	0.327680	7500	-15.776605	-813.374056
36	0.315030	7500	-15.429552	-828.803608
37	0.302677	7500	-15.026653	-843.830261
38	0.290619	7500	-14.660811	-858.491072
39	0.278855	7500	-14.303175	-872.794247
40	0.267381	7500	-13.935632	-886.729879
41	0.256195	7500	-13.658899	-900.388778
42	0.245294	7500	-13.325304	-913.714082
43	0.234677	7500	-12.978593	-926.692675
44	0.224340	7500	-12.661283	-939.353957
45	0.214281	7500	-12.323738	-951.677696
46	0.204498	7500	-11.998653	-963.676349
47	0.194988	7500	-11.662309	-975.338658
48	0.185749	7500	-11.320080	-986.658738
49	0.176777	7500	-10.979510	-997.638248
50	0.168070	7500	-10.716826	-1008.355074
51	0.159626	7500	-10.382500	-1018.737574
52	0.151441	7500	-10.078351	-1028.815926
53	0.143514	7500	-9.749089	-1038.565015
54	0.135841	7500	-9.461215	-1048.026230
55	0.128420	7500	-9.185874	-1057.212104
56	0.121247	7500	-8.884870	-1066.096974
57	0.114320	7500	-8.554300	-1074.651275
58	0.107637	7500	-8.300125	-1082.951400
59	0.101193	7500	-7.992080	-1090.943480
60	0.094986	7500	-7.729257	-1098.672737
61	0.089014	7500	-7.461447	-1106.134185
62	0.083273	7500	-7.136177	-1113.270362
63	0.077760	7500	-6.933055	-1120.203417
64	0.072472	7500	-6.725366	-1126.928782
65	0.067406	7500	-6.864727	-1133.793510
66	0.062558	7500	-6.406347	-1140.199857
67	0.057926	7500	-5.972740	-1146.172596
68	0.053506	7500	-6.222394	-1152.394990
69	0.049295	7500	-6.075787	-1158.470778
70	0.045289	7500	-5.770852	-1164.241629
71	0.041485	7500	-5.471657	-1169.713287
72	0.037880	7500	-5.167449	-1174.880736
73	0.034469	7500	-4.991053	-1179.871789
74	0.031250	7500	-4.714724	-1184.586513
75	0.028218	7500	-4.541363	-1189.127876
76	0.025370	7500	-4.211346	-1193.339222
77	0.022702	7500	-4.135750	-1197.474972
78	0.020209	7500	-3.925047	-1201.400019
79	0.017889	7500	-3.575478	-1204.975497
80	0.015736	7500	-3.968901	-1208.944398
81	0.013746	7500	-3.794059	-1212.738458
82	0.011916	7500	-3.485854	-1216.224312
83	0.010240	7500	-3.237798	-1219.462110
84	0.008714	7500	-2.962576	-1222.424686
85	0.007334	7500	-2.758729	-1225.183415
86	0.006093	7500	-2.554057	-1227.737472
87	0.004988	7500	-2.230341	-1229.967812
88	0.004013	7500	-1.999244	-1231.967057
89	0.003162	7500	-1.827569	-1233.794626
90	0.002430	7500	-1.644524	-1235.439150
91	0.001810	7500	-1.466816	-1236.905966
92	0.001296	7500	-1.249259	-1238.155225
93	0.000882	7500	-0.949549	-1239.104774
94	0.000559	7500	-0.874995	-1239.979769
95	0.000320	7500	-0.727491	-1240.707260
96	0.000156	7500	-0.456780	-1241.164040
97	0.000057	7500	-0.261176	-1241.425216
98	0.000010	7500	-0.140947	-1241.566163
99	0.000000	7500	-0.040777	-1241.606940
Log marginal likelihood:	-1241.606940
0	0.975187	7500	-29.631809	-29.631809
1	0.950747	7500	-29.192402	-58.824211
2	0.926679	7500	-28.740409	-87.564620
3	0.902980	7500	-28.314558	-115.879179
4	0.879648	7500	-27.862185	-143.741364
5	0.856682	7500	-27.429983	-171.171347
6	0.834079	7500	-27.010080	-198.181427
7	0.811838	7500	-26.557454	-224.738881
8	0.789957	7500	-26.140016	-250.878897
9	0.768433	7500	-25.739349	-276.618246
10	0.747266	7500	-25.296816	-301.915062
11	0.726452	7500	-24.872852	-326.787914
12	0.705989	7500	-24.453680	-351.241594
13	0.685877	7500	-24.061439	-375.303033
14	0.666112	7500	-23.627549	-398.930582
15	0.646693	7500	-23.219767	-422.150349
16	0.627618	7500	-22.816805	-444.967154
17	0.608884	7500	-22.412271	-467.379425
18	0.590490	7500	-22.003228	-489.382653
19	0.572433	7500	-21.613836	-510.996489
20	0.554712	7500	-21.204364	-532.200854
21	0.537324	7500	-20.810165	-553.011019
22	0.520268	7500	-20.422574	-573.433593
23	0.503540	7500	-20.024506	-593.458099
24	0.487139	7500	-19.698540	-613.156639
25	0.471063	7500	-19.245686	-632.402325
26	0.455310	7500	-18.866725	-651.269050
27	0.439877	7500	-18.498612	-669.767663
28	0.424762	7500	-18.272080	-688.039743
29	0.409963	7500	-17.938021	-705.977764
30	0.395478	7500	-17.554518	-723.532282
31	0.381305	7500	-17.175650	-740.707933
32	0.367440	7500	-16.817375	-757.525308
33	0.353883	7500	-16.457312	-773.982619
34	0.340630	7500	-16.101806	-790.084425
35	0.327680	7500	-15.707392	-805.791817
36	0.315030	7500	-15.361342	-821.153158
37	0.302677	7500	-14.998673	-836.151831
38	0.290619	7500	-14.634475	-850.786306
39	0.278855	7500	-14.299250	-865.085556
40	0.267381	7500	-13.955353	-879.040909
41	0.256195	7500	-13.601482	-892.642390
42	0.245294	7500	-13.266189	-905.908580
43	0.234677	7500	-12.916611	-918.825190
44	0.224340	7500	-12.606033	-931.431223
45	0.214281	7500	-12.275133	-943.706356
46	0.204498	7500	-11.933945	-955.640301
47	0.194988	7500	-11.606216	-967.246516
48	0.185749	7500	-11.279708	-978.526224
49	0.176777	7500	-10.949001	-989.475225
50	0.168070	7500	-10.649730	-1000.124955
51	0.159626	7500	-10.320503	-1010.445458
52	0.151441	7500	-10.022983	-1020.468441
53	0.143514	7500	-9.707030	-1030.175471
54	0.135841	7500	-9.418008	-1039.593478
55	0.128420	7500	-9.102080	-1048.695558
56	0.121247	7500	-8.810733	-1057.506291
57	0.114320	7500	-8.507987	-1066.014278
58	0.107637	7500	-8.227876	-1074.242155
59	0.101193	7500	-7.952949	-1082.195104
60	0.094986	7500	-7.683448	-1089.878551
61	0.089014	7500	-7.396147	-1097.274699
62	0.083273	7500	-7.117744	-1104.392442
63	0.077760	7500	-6.881185	-1111.273627
64	0.072472	7500	-6.698414	-1117.972041
65	0.067406	7500	-6.347209	-1124.319250
66	0.062558	7500	-6.157999	-1130.477249
67	0.057926	7500	-5.899079	-1136.376328
68	0.053506	7500	-5.678051	-1142.054379
69	0.049295	7500	-5.500011	-1147.554390
70	0.045289	7500	-5.116621	-1152.671011
71	0.041485	7500	-5.049713	-1157.720725
72	0.037880	7500	-4.739544	-1162.460268
73	0.034469	7500	-4.915560	-1167.375828
74	0.031250	7500	-4.642389	-1172.018217
75	0.028218	7500	-4.407374	-1176.425591
76	0.025370	7500	-4.223263	-1180.648854
77	0.022702	7500	-4.129935	-1184.778790
78	0.020209	7500	-3.981065	-1188.759855
79	0.017889	7500	-4.378872	-1193.138726
80	0.015736	7500	-3.673775	-1196.812501
81	0.013746	7500	-3.789374	-1200.601875
82	0.011916	7500	-3.579064	-1204.180939
83	0.010240	7500	-3.286303	-1207.467241
84	0.008714	7500	-3.069889	-1210.537130
85	0.007334	7500	-2.824824	-1213.361954
86	0.006093	7500	-2.493801	-1215.855755
87	0.004988	7500	-2.241369	-1218.097124
88	0.004013	7500	-2.029367	-1220.126491
89	0.003162	7500	-1.784831	-1221.911322
90	0.002430	7500	-1.612093	-1223.523415
91	0.001810	7500	-1.399302	-1224.922717
92	0.001296	7500	-1.300675	-1226.223393
93	0.000882	7500	-0.979287	-1227.202680
94	0.000559	7500	-0.925437	-1228.128117
95	0.000320	7500	-0.678999	-1228.807115
96	0.000156	7500	-0.456454	-1229.263569
97	0.000057	7500	-0.280792	-1229.544361
98	0.000010	7500	-0.134477	-1229.678838
99	0.000000	7500	-0.029963	-1229.708801
Log marginal likelihood:	-1229.708801
0	0.975187	7500	-29.112939	-29.112939
1	0.950747	7500	-28.656087	-57.769026
2	0.926679	7500	-28.221818	-85.990844
3	0.902980	7500	-27.811701	-113.802545
4	0.879648	7500	-27.381745	-141.184290
5	0.856682	7500	-26.946468	-168.130758
6	0.834079	7500	-26.509306	-194.640064
7	0.811838	7500	-26.092893	-220.732956
8	0.789957	7500	-25.682217	-246.415173
9	0.768433	7500	-25.258519	-271.673693
10	0.747266	7500	-24.850446	-296.524139
11	0.726452	7500	-24.444102	-320.968241
12	0.705989	7500	-24.020269	-344.988509
13	0.685877	7500	-23.627143	-368.615653
14	0.666112	7500	-23.227664	-391.843317
15	0.646693	7500	-22.811201	-414.654517
16	0.627618	7500	-22.460952	-437.115469
17	0.608884	7500	-22.012151	-459.127620
18	0.590490	7500	-21.623786	-480.751406
19	0.572433	7500	-21.242408	-501.993814
20	0.554712	7500	-20.835849	-522.829663
21	0.537324	7500	-20.436909	-543.266572
22	0.520268	7500	-20.094693	-563.361265
23	0.503540	7500	-19.717780	-583.079045
24	0.487139	7500	-19.343392	-602.422437
25	0.471063	7500	-18.933207	-621.355644
26	0.455310	7500	-18.544768	-639.900412
27	0.439877	7500	-18.157328	-658.057740
28	0.424762	7500	-17.794394	-675.852134
29	0.409963	7500	-17.490817	-693.342951
30	0.395478	7500	-17.127943	-710.470894
31	0.381305	7500	-16.715114	-727.186008
32	0.367440	7500	-16.341687	-743.527695
33	0.353883	7500	-16.168910	-759.696604
34	0.340630	7500	-15.840063	-775.536667
35	0.327680	7500	-15.490342	-791.027008
36	0.315030	7500	-15.098746	-806.125755
37	0.302677	7500	-14.613634	-820.739388
38	0.290619	7500	-14.438743	-835.178131
39	0.278855	7500	-14.085448	-849.263579
40	0.267381	7500	-13.730635	-862.994214
41	0.256195	7500	-13.393161	-876.387375
42	0.245294	7500	-13.057395	-889.444769
43	0.234677	7500	-12.743737	-902.188506
44	0.224340	7500	-12.404726	-914.593233
45	0.214281	7500	-12.061550	-926.654783
46	0.204498	7500	-11.755163	-938.409945
47	0.194988	7500	-11.424920	-949.834865
48	0.185749	7500	-11.101641	-960.936506
49	0.176777	7500	-10.769783	-971.706289
50	0.168070	7500	-10.436718	-982.143007
51	0.159626	7500	-10.181914	-992.324921
52	0.151441	7500	-9.893276	-1002.218197
53	0.143514	7500	-9.570866	-1011.789062
54	0.135841	7500	-9.265705	-1021.054768
55	0.128420	7500	-8.986510	-1030.041278
56	0.121247	7500	-8.685447	-1038.726724
57	0.114320	7500	-8.390832	-1047.117556
58	0.107637	7500	-8.095273	-1055.212830
59	0.101193	7500	-7.820281	-1063.033110
60	0.094986	7500	-7.533292	-1070.566402
61	0.089014	7500	-7.272726	-1077.839128
62	0.083273	7500	-6.993329	-1084.832457
63	0.077760	7500	-6.718029	-1091.550486
64	0.072472	7500	-6.474187	-1098.024673
