Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-38.471485	-38.471485
1	0.950747	7500	-37.892491	-76.363976
2	0.926679	7500	-37.316256	-113.680232
3	0.902980	7500	-36.748919	-150.429151
4	0.879648	7500	-36.180042	-186.609193
5	0.856682	7500	-35.615402	-222.224595
6	0.834079	7500	-35.048678	-257.273273
7	0.811838	7500	-34.491430	-291.764703
8	0.789957	7500	-33.934156	-325.698859
9	0.768433	7500	-33.384311	-359.083170
10	0.747266	7500	-32.835462	-391.918632
11	0.726452	7500	-32.285720	-424.204352
12	0.705989	7500	-31.742724	-455.947076
13	0.685877	7500	-31.199316	-487.146392
14	0.666112	7500	-30.661941	-517.808334
15	0.646693	7500	-30.130968	-547.939301
16	0.627618	7500	-29.595192	-577.534494
17	0.608884	7500	-29.067741	-606.602235
18	0.590490	7500	-28.544326	-635.146561
19	0.572433	7500	-28.016833	-663.163394
20	0.554712	7500	-27.501856	-690.665250
21	0.537324	7500	-26.985758	-717.651008
22	0.520268	7500	-26.472062	-744.123070
23	0.503540	7500	-25.971303	-770.094373
24	0.487139	7500	-25.466050	-795.560423
25	0.471063	7500	-24.967605	-820.528028
26	0.455310	7500	-24.468587	-844.996615
27	0.439877	7500	-23.967328	-868.963943
28	0.424762	7500	-23.473342	-892.437284
29	0.409963	7500	-22.982935	-915.420219
30	0.395478	7500	-22.501298	-937.921517
31	0.381305	7500	-22.019602	-959.941119
32	0.367440	7500	-21.542839	-981.483959
33	0.353883	7500	-21.059908	-1002.543867
34	0.340630	7500	-20.602291	-1023.146157
35	0.327680	7500	-20.136302	-1043.282459
36	0.315030	7500	-19.669446	-1062.951906
37	0.302677	7500	-19.212645	-1082.164551
38	0.290619	7500	-18.760088	-1100.924639
39	0.278855	7500	-18.308909	-1119.233548
40	0.267381	7500	-17.860851	-1137.094399
41	0.256195	7500	-17.410353	-1154.504753
42	0.245294	7500	-16.964274	-1171.469027
43	0.234677	7500	-16.539740	-1188.008767
44	0.224340	7500	-16.103862	-1204.112629
45	0.214281	7500	-15.661866	-1219.774495
46	0.204498	7500	-15.243593	-1235.018088
47	0.194988	7500	-14.832122	-1249.850211
48	0.185749	7500	-14.417693	-1264.267904
49	0.176777	7500	-13.999711	-1278.267614
50	0.168070	7500	-13.591055	-1291.858670
51	0.159626	7500	-13.195539	-1305.054209
52	0.151441	7500	-12.792605	-1317.846814
53	0.143514	7500	-12.399572	-1330.246386
54	0.135841	7500	-12.011251	-1342.257637
55	0.128420	7500	-11.624212	-1353.881849
56	0.121247	7500	-11.494782	-1365.376632
57	0.114320	7500	-11.095270	-1376.471901
58	0.107637	7500	-10.867034	-1387.338936
