Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-34.338007	-34.338007
1	0.950747	7500	-33.821893	-68.159900
2	0.926679	7500	-33.307624	-101.467525
3	0.902980	7500	-32.802700	-134.270225
4	0.879648	7500	-32.295676	-166.565901
5	0.856682	7500	-31.789643	-198.355544
6	0.834079	7500	-31.284865	-229.640408
7	0.811838	7500	-30.788036	-260.428445
8	0.789957	7500	-30.290457	-290.718902
9	0.768433	7500	-29.795853	-320.514755
10	0.747266	7500	-29.309072	-349.823827
11	0.726452	7500	-28.812098	-378.635925
12	0.705989	7500	-28.331314	-406.967238
13	0.685877	7500	-27.850850	-434.818088
14	0.666112	7500	-27.373840	-462.191928
15	0.646693	7500	-26.895519	-489.087446
16	0.627618	7500	-26.420208	-515.507655
17	0.608884	7500	-25.949538	-541.457192
18	0.590490	7500	-25.481597	-566.938789
19	0.572433	7500	-25.011820	-591.950609
20	0.554712	7500	-24.549860	-616.500469
21	0.537324	7500	-24.092440	-640.592909
22	0.520268	7500	-23.632933	-664.225841
23	0.503540	7500	-23.181867	-687.407709
24	0.487139	7500	-22.736218	-710.143927
25	0.471063	7500	-22.282437	-732.426364
26	0.455310	7500	-21.836030	-754.262394
27	0.439877	7500	-21.393970	-775.656364
28	0.424762	7500	-20.959761	-796.616124
29	0.409963	7500	-20.524632	-817.140756
30	0.395478	7500	-20.090892	-837.231648
31	0.381305	7500	-19.659415	-856.891063
32	0.367440	7500	-19.240608	-876.131671
33	0.353883	7500	-18.810179	-894.941850
34	0.340630	7500	-18.388147	-913.329998
35	0.327680	7500	-17.977350	-931.307348
36	0.315030	7500	-17.558249	-948.865597
37	0.302677	7500	-17.153676	-966.019273
38	0.290619	7500	-16.746483	-982.765756
39	0.278855	7500	-16.339214	-999.104970
40	0.267381	7500	-15.941042	-1015.046012
41	0.256195	7500	-15.542899	-1030.588911
42	0.245294	7500	-15.153060	-1045.741970
43	0.234677	7500	-14.760801	-1060.502772
44	0.224340	7500	-14.378035	-1074.880807
45	0.214281	7500	-13.991478	-1088.872285
46	0.204498	7500	-13.620675	-1102.492960
47	0.194988	7500	-13.237698	-1115.730657
48	0.185749	7500	-12.869967	-1128.600625
49	0.176777	7500	-12.497536	-1141.098161
50	0.168070	7500	-12.139257	-1153.237418
51	0.159626	7500	-11.778034	-1165.015452
52	0.151441	7500	-11.411111	-1176.426563
53	0.143514	7500	-11.064709	-1187.491271
54	0.135841	7500	-10.716060	-1198.207331
55	0.128420	7500	-10.369864	-1208.577196
56	0.121247	7500	-10.030840	-1218.608036
57	0.114320	7500	-9.692292	-1228.300328
58	0.107637	7500	-9.377873	-1237.678201
59	0.101193	7500	-9.028385	-1246.706586
60	0.094986	7500	-8.707653	-1255.414239
61	0.089014	7500	-8.380067	-1263.794306
62	0.083273	7500	-8.073570	-1271.867875
63	0.077760	7500	-7.767664	-1279.635539
64	0.072472	7500	-7.468994	-1287.104533
65	0.067406	7500	-7.177976	-1294.282509
66	0.062558	7500	-6.863077	-1301.145586
67	0.057926	7500	-6.870560	-1308.016146
68	0.053506	7500	-6.443759	-1314.459905
69	0.049295	7500	-6.524976	-1320.984881
70	0.045289	7500	-6.031423	-1327.016304
71	0.041485	7500	-5.913033	-1332.929337
72	0.037880	7500	-5.623677	-1338.553014
73	0.034469	7500	-5.345369	-1343.898383
74	0.031250	7500	-5.028261	-1348.926644
75	0.028218	7500	-4.853757	-1353.780401
76	0.025370	7500	-4.612325	-1358.392726
77	0.022702	7500	-4.936831	-1363.329556
78	0.020209	7500	-4.064708	-1367.394265
79	0.017889	7500	-3.700932	-1371.095196
80	0.015736	7500	-3.979133	-1375.074329
