Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-34.975387	-34.975387
1	0.950747	7500	-34.449426	-69.424813
2	0.926679	7500	-33.929130	-103.353942
3	0.902980	7500	-33.401700	-136.755642
4	0.879648	7500	-32.879370	-169.635011
5	0.856682	7500	-32.371505	-202.006516
6	0.834079	7500	-31.858531	-233.865047
7	0.811838	7500	-31.348886	-265.213933
8	0.789957	7500	-30.855397	-296.069329
9	0.768433	7500	-30.354868	-326.424197
10	0.747266	7500	-29.856735	-356.280932
11	0.726452	7500	-29.363130	-385.644062
12	0.705989	7500	-28.871726	-414.515788
13	0.685877	7500	-28.379943	-442.895731
14	0.666112	7500	-27.901680	-470.797411
15	0.646693	7500	-27.423724	-498.221135
16	0.627618	7500	-26.928246	-525.149381
17	0.608884	7500	-26.467001	-551.616381
18	0.590490	7500	-25.969667	-577.586048
19	0.572433	7500	-25.510235	-603.096284
20	0.554712	7500	-25.039423	-628.135707
21	0.537324	7500	-24.557017	-652.692724
22	0.520268	7500	-24.094058	-676.786782
23	0.503540	7500	-23.648356	-700.435139
24	0.487139	7500	-23.181147	-723.616286
25	0.471063	7500	-22.749300	-746.365586
26	0.455310	7500	-22.261645	-768.627231
27	0.439877	7500	-21.825331	-790.452562
28	0.424762	7500	-21.377486	-811.830049
29	0.409963	7500	-20.929297	-832.759346
30	0.395478	7500	-20.514944	-853.274290
31	0.381305	7500	-20.073802	-873.348092
32	0.367440	7500	-19.649147	-892.997239
33	0.353883	7500	-19.206369	-912.203608
34	0.340630	7500	-18.784410	-930.988018
35	0.327680	7500	-18.366869	-949.354887
36	0.315030	7500	-17.939381	-967.294268
37	0.302677	7500	-17.542364	-984.836632
38	0.290619	7500	-17.143232	-1001.979864
39	0.278855	7500	-16.714313	-1018.694177
40	0.267381	7500	-16.328759	-1035.022936
41	0.256195	7500	-15.890948	-1050.913884
42	0.245294	7500	-15.517662	-1066.431546
43	0.234677	7500	-15.105984	-1081.537530
44	0.224340	7500	-14.714474	-1096.252003
45	0.214281	7500	-14.593090	-1110.845093
46	0.204498	7500	-13.919200	-1124.764293
47	0.194988	7500	-13.568945	-1138.333238
48	0.185749	7500	-13.182576	-1151.515813
49	0.176777	7500	-12.892643	-1164.408456
