Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-49.085208	-49.085208
1	0.950747	7500	-48.362598	-97.447806
2	0.926679	7500	-47.695928	-145.143734
3	0.902980	7500	-46.898937	-192.042672
4	0.879648	7500	-46.214668	-238.257340
5	0.856682	7500	-45.458474	-283.715814
6	0.834079	7500	-44.802395	-328.518209
7	0.811838	7500	-44.024413	-372.542622
8	0.789957	7500	-43.313600	-415.856221
9	0.768433	7500	-42.615050	-458.471272
10	0.747266	7500	-41.892117	-500.363389
11	0.726452	7500	-41.210502	-541.573891
12	0.705989	7500	-40.510039	-582.083930
13	0.685877	7500	-39.819742	-621.903671
14	0.666112	7500	-39.173346	-661.077017
15	0.646693	7500	-38.531287	-699.608304
16	0.627618	7500	-37.822570	-737.430875
17	0.608884	7500	-37.104013	-774.534887
18	0.590490	7500	-36.446546	-810.981434
19	0.572433	7500	-35.795528	-846.776961
20	0.554712	7500	-35.117665	-881.894626
21	0.537324	7500	-34.543397	-916.438022
22	0.520268	7500	-33.899155	-950.337177
23	0.503540	7500	-33.236657	-983.573835
24	0.487139	7500	-32.607860	-1016.181694
25	0.471063	7500	-31.954678	-1048.136372
26	0.455310	7500	-31.278819	-1079.415191
27	0.439877	7500	-30.622915	-1110.038105
28	0.424762	7500	-29.980673	-1140.018778
29	0.409963	7500	-29.361164	-1169.379943
30	0.395478	7500	-28.822598	-1198.202541
31	0.381305	7500	-28.199732	-1226.402273
32	0.367440	7500	-27.611476	-1254.013750
33	0.353883	7500	-27.005819	-1281.019568
34	0.340630	7500	-26.378951	-1307.398520
35	0.327680	7500	-25.771603	-1333.170122
36	0.315030	7500	-25.148132	-1358.318254
37	0.302677	7500	-24.555929	-1382.874183
38	0.290619	7500	-23.987939	-1406.862122
39	0.278855	7500	-23.410150	-1430.272272
40	0.267381	7500	-22.865657	-1453.137929
41	0.256195	7500	-22.319764	-1475.457693
42	0.245294	7500	-21.728701	-1497.186394
43	0.234677	7500	-21.176483	-1518.362877
44	0.224340	7500	-20.587445	-1538.950322
45	0.214281	7500	-20.043153	-1558.993476
46	0.204498	7500	-19.493141	-1578.486617
47	0.194988	7500	-19.021611	-1597.508228
48	0.185749	7500	-18.481313	-1615.989541
49	0.176777	7500	-17.930406	-1633.919947
50	0.168070	7500	-17.400876	-1651.320823
51	0.159626	7500	-16.919445	-1668.240267
52	0.151441	7500	-16.388252	-1684.628520
53	0.143514	7500	-15.917443	-1700.545963
54	0.135841	7500	-15.426744	-1715.972706
55	0.128420	7500	-14.923506	-1730.896213
56	0.121247	7500	-14.429535	-1745.325747
57	0.114320	7500	-13.923885	-1759.249633
58	0.107637	7500	-13.468503	-1772.718136
59	0.101193	7500	-12.991164	-1785.709299
60	0.094986	7500	-12.558637	-1798.267936
61	0.089014	7500	-12.115218	-1810.383154
62	0.083273	7500	-11.716043	-1822.099197
63	0.077760	7500	-11.230077	-1833.329273
64	0.072472	7500	-11.295307	-1844.624581
65	0.067406	7500	-10.575323	-1855.199904
66	0.062558	7500	-9.897922	-1865.097826
67	0.057926	7500	-9.621357	-1874.719183
68	0.053506	7500	-9.432960	-1884.152143
69	0.049295	7500	-9.760832	-1893.912975
70	0.045289	7500	-9.484715	-1903.397689
71	0.041485	7500	-9.022190	-1912.419879
72	0.037880	7500	-8.546845	-1920.966724
73	0.034469	7500	-7.638294	-1928.605018
74	0.031250	7500	-7.660621	-1936.265638
75	0.028218	7500	-7.243398	-1943.509036
76	0.025370	7500	-6.805134	-1950.314170
77	0.022702	7500	-6.396377	-1956.710547
78	0.020209	7500	-5.970353	-1962.680900
79	0.017889	7500	-5.607502	-1968.288402
80	0.015736	7500	-5.198863	-1973.487265
81	0.013746	7500	-4.817223	-1978.304489
82	0.011916	7500	-4.455124	-1982.759613
83	0.010240	7500	-4.123228	-1986.882841
84	0.008714	7500	-3.764168	-1990.647009
85	0.007334	7500	-3.414774	-1994.061783
86	0.006093	7500	-3.133412	-1997.195195
87	0.004988	7500	-2.776285	-1999.971480
88	0.004013	7500	-2.488765	-2002.460245
89	0.003162	7500	-2.197342	-2004.657587
90	0.002430	7500	-1.958268	-2006.615854
91	0.001810	7500	-1.686366	-2008.302221
92	0.001296	7500	-1.412297	-2009.714518
93	0.000882	7500	-1.166934	-2010.881452
94	0.000559	7500	-0.933855	-2011.815307
95	0.000320	7500	-0.688610	-2012.503917
96	0.000156	7500	-0.513288	-2013.017205
97	0.000057	7500	-0.315464	-2013.332669
98	0.000010	7500	-0.153953	-2013.486622
99	0.000000	7500	-0.035103	-2013.521724
Log marginal likelihood:	-2013.521724
0	0.975187	7500	-48.771992	-48.771992
1	0.950747	7500	-48.048232	-96.820224
2	0.926679	7500	-47.316224	-144.136449
3	0.902980	7500	-46.595083	-190.731532
4	0.879648	7500	-45.877746	-236.609278
5	0.856682	7500	-45.149631	-281.758909
6	0.834079	7500	-44.446373	-326.205283
7	0.811838	7500	-43.734365	-369.939648
8	0.789957	7500	-43.035188	-412.974836
9	0.768433	7500	-42.337331	-455.312166
10	0.747266	7500	-41.638124	-496.950290
11	0.726452	7500	-40.938104	-537.888394
12	0.705989	7500	-40.287129	-578.175523
13	0.685877	7500	-39.568579	-617.744102
14	0.666112	7500	-38.920418	-656.664520
15	0.646693	7500	-38.207903	-694.872423
16	0.627618	7500	-37.536518	-732.408942
17	0.608884	7500	-36.863848	-769.272789
18	0.590490	7500	-36.210447	-805.483236
19	0.572433	7500	-35.563604	-841.046841
20	0.554712	7500	-34.901665	-875.948506
21	0.537324	7500	-34.239626	-910.188132
22	0.520268	7500	-33.609989	-943.798120
23	0.503540	7500	-32.963314	-976.761435
24	0.487139	7500	-32.305279	-1009.066713
25	0.471063	7500	-31.667745	-1040.734458
26	0.455310	7500	-31.032662	-1071.767120
27	0.439877	7500	-30.409623	-1102.176743
28	0.424762	7500	-29.784689	-1131.961432
29	0.409963	7500	-29.166908	-1161.128340
30	0.395478	7500	-28.567214	-1189.695554
31	0.381305	7500	-27.976618	-1217.672173
32	0.367440	7500	-27.367823	-1245.039996
33	0.353883	7500	-26.765121	-1271.805117
34	0.340630	7500	-26.179844	-1297.984961
35	0.327680	7500	-25.561970	-1323.546931
36	0.315030	7500	-24.997473	-1348.544404
37	0.302677	7500	-24.413472	-1372.957876
38	0.290619	7500	-23.841941	-1396.799817
39	0.278855	7500	-23.255460	-1420.055278
40	0.267381	7500	-22.698043	-1442.753320
41	0.256195	7500	-22.136049	-1464.889369
42	0.245294	7500	-21.576903	-1486.466272
43	0.234677	7500	-21.022947	-1507.489219
44	0.224340	7500	-20.481720	-1527.970940
45	0.214281	7500	-19.927810	-1547.898750
46	0.204498	7500	-19.388412	-1567.287161
47	0.194988	7500	-18.870175	-1586.157336
48	0.185749	7500	-18.336870	-1604.494206
49	0.176777	7500	-17.796956	-1622.291162
50	0.168070	7500	-17.276490	-1639.567652
51	0.159626	7500	-16.757914	-1656.325567
52	0.151441	7500	-16.264475	-1672.590042
53	0.143514	7500	-15.758230	-1688.348272
54	0.135841	7500	-15.265974	-1703.614246
55	0.128420	7500	-14.772235	-1718.386481
56	0.121247	7500	-14.283497	-1732.669978
57	0.114320	7500	-13.904741	-1746.574719
58	0.107637	7500	-13.460594	-1760.035313
59	0.101193	7500	-12.978339	-1773.013651
60	0.094986	7500	-12.537932	-1785.551583
61	0.089014	7500	-12.124986	-1797.676569
62	0.083273	7500	-11.671317	-1809.347886
63	0.077760	7500	-11.252715	-1820.600601
64	0.072472	7500	-10.786910	-1831.387511
65	0.067406	7500	-10.358707	-1841.746218
66	0.062558	7500	-10.122264	-1851.868482
67	0.057926	7500	-9.507075	-1861.375557
68	0.053506	7500	-9.157762	-1870.533319
69	0.049295	7500	-9.891834	-1880.425153
70	0.045289	7500	-9.494036	-1889.919188
71	0.041485	7500	-9.018063	-1898.937251
72	0.037880	7500	-8.562880	-1907.500131
73	0.034469	7500	-8.112296	-1915.612427
74	0.031250	7500	-7.668359	-1923.280786
75	0.028218	7500	-7.241630	-1930.522416
76	0.025370	7500	-6.807359	-1937.329775
77	0.022702	7500	-6.404039	-1943.733814
78	0.020209	7500	-5.990931	-1949.724745
79	0.017889	7500	-5.611686	-1955.336431
80	0.015736	7500	-5.212370	-1960.548800
81	0.013746	7500	-4.837115	-1965.385916
82	0.011916	7500	-4.473883	-1969.859798
83	0.010240	7500	-4.122097	-1973.981896
84	0.008714	7500	-3.801399	-1977.783295
85	0.007334	7500	-3.434848	-1981.218143
86	0.006093	7500	-3.151788	-1984.369930
87	0.004988	7500	-2.845177	-1987.215108
88	0.004013	7500	-2.518315	-1989.733423
89	0.003162	7500	-2.246006	-1991.979429
90	0.002430	7500	-1.940885	-1993.920314
91	0.001810	7500	-1.697715	-1995.618028
92	0.001296	7500	-1.375162	-1996.993191
93	0.000882	7500	-1.184191	-1998.177381
94	0.000559	7500	-1.039290	-1999.216671
95	0.000320	7500	-0.747989	-1999.964660
96	0.000156	7500	-0.484901	-2000.449561
97	0.000057	7500	-0.308492	-2000.758052
98	0.000010	7500	-0.144431	-2000.902483
99	0.000000	7500	-0.029576	-2000.932059
Log marginal likelihood:	-2000.932059
0	0.975187	7500	-48.577889	-48.577889
1	0.950747	7500	-47.868034	-96.445924
2	0.926679	7500	-47.130119	-143.576043
3	0.902980	7500	-46.428985	-190.005027
4	0.879648	7500	-45.694657	-235.699685
5	0.856682	7500	-44.995335	-280.695019
6	0.834079	7500	-44.278322	-324.973341
7	0.811838	7500	-43.572313	-368.545654
8	0.789957	7500	-42.859487	-411.405141
9	0.768433	7500	-42.159484	-453.564625
10	0.747266	7500	-41.470444	-495.035069
11	0.726452	7500	-40.778275	-535.813344
12	0.705989	7500	-40.085068	-575.898413
13	0.685877	7500	-39.399951	-615.298364
14	0.666112	7500	-38.714974	-654.013338
15	0.646693	7500	-38.036729	-692.050067
16	0.627618	7500	-37.371508	-729.421576
17	0.608884	7500	-36.710629	-766.132205
18	0.590490	7500	-36.048761	-802.180966
19	0.572433	7500	-35.397584	-837.578551
20	0.554712	7500	-34.733240	-872.311790
21	0.537324	7500	-34.083521	-906.395311
22	0.520268	7500	-33.441053	-939.836364
23	0.503540	7500	-32.791515	-972.627879
24	0.487139	7500	-32.164265	-1004.792144
25	0.471063	7500	-31.542090	-1036.334235
26	0.455310	7500	-30.899216	-1067.233451
27	0.439877	7500	-30.275473	-1097.508923
28	0.424762	7500	-29.659649	-1127.168572
29	0.409963	7500	-29.042512	-1156.211084
30	0.395478	7500	-28.424366	-1184.635451
31	0.381305	7500	-27.814439	-1212.449890
32	0.367440	7500	-27.213742	-1239.663632
33	0.353883	7500	-26.604666	-1266.268298
34	0.340630	7500	-26.026549	-1292.294847
35	0.327680	7500	-25.447740	-1317.742587
36	0.315030	7500	-24.852848	-1342.595435
37	0.302677	7500	-24.262457	-1366.857892
38	0.290619	7500	-23.694851	-1390.552743
39	0.278855	7500	-23.126290	-1413.679033
40	0.267381	7500	-22.562634	-1436.241667
41	0.256195	7500	-21.997665	-1458.239332
42	0.245294	7500	-21.439561	-1479.678893
43	0.234677	7500	-20.883031	-1500.561924
44	0.224340	7500	-20.341941	-1520.903865
45	0.214281	7500	-19.799129	-1540.702994
46	0.204498	7500	-19.273227	-1559.976220
47	0.194988	7500	-18.729969	-1578.706189
48	0.185749	7500	-18.212119	-1596.918308
49	0.176777	7500	-17.690745	-1614.609054
50	0.168070	7500	-17.189738	-1631.798792
51	0.159626	7500	-16.664096	-1648.462888
52	0.151441	7500	-16.161780	-1664.624668
53	0.143514	7500	-15.668345	-1680.293012
54	0.135841	7500	-15.187494	-1695.480506
55	0.128420	7500	-14.674927	-1710.155433
56	0.121247	7500	-14.220078	-1724.375512
57	0.114320	7500	-13.723758	-1738.099270
58	0.107637	7500	-13.257008	-1751.356277
59	0.101193	7500	-12.775745	-1764.132023
60	0.094986	7500	-12.345473	-1776.477495
61	0.089014	7500	-11.875568	-1788.353063
62	0.083273	7500	-11.451271	-1799.804334
63	0.077760	7500	-10.978631	-1810.782966
64	0.072472	7500	-10.559358	-1821.342324
65	0.067406	7500	-10.133690	-1831.476014
66	0.062558	7500	-9.710776	-1841.186790
67	0.057926	7500	-9.310835	-1850.497626
68	0.053506	7500	-8.879392	-1859.377018
69	0.049295	7500	-8.483610	-1867.860628
70	0.045289	7500	-8.085671	-1875.946299
