Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-24.599698	-24.599698
1	0.950747	7500	-24.232427	-48.832125
2	0.926679	7500	-23.868790	-72.700915
3	0.902980	7500	-23.505127	-96.206042
4	0.879648	7500	-23.137406	-119.343449
5	0.856682	7500	-22.776547	-142.119996
6	0.834079	7500	-22.421429	-164.541425
7	0.811838	7500	-22.063762	-186.605187
8	0.789957	7500	-21.705764	-208.310950
9	0.768433	7500	-21.352034	-229.662985
10	0.747266	7500	-21.001226	-250.664211
11	0.726452	7500	-20.649907	-271.314118
12	0.705989	7500	-20.306276	-291.620394
13	0.685877	7500	-19.958846	-311.579240
14	0.666112	7500	-19.614141	-331.193381
15	0.646693	7500	-19.270828	-350.464209
16	0.627618	7500	-18.931883	-369.396092
17	0.608884	7500	-18.597535	-387.993626
18	0.590490	7500	-18.262807	-406.256434
19	0.572433	7500	-17.931092	-424.187526
20	0.554712	7500	-17.596394	-441.783920
21	0.537324	7500	-17.265395	-459.049315
22	0.520268	7500	-16.941790	-475.991105
23	0.503540	7500	-16.618207	-492.609312
24	0.487139	7500	-16.301406	-508.910718
25	0.471063	7500	-15.974541	-524.885259
26	0.455310	7500	-15.651784	-540.537043
27	0.439877	7500	-15.341270	-555.878313
28	0.424762	7500	-15.025440	-570.903753
29	0.409963	7500	-14.714527	-585.618279
30	0.395478	7500	-14.405808	-600.024088
31	0.381305	7500	-14.096311	-614.120398
32	0.367440	7500	-13.801557	-627.921955
33	0.353883	7500	-13.493414	-641.415369
34	0.340630	7500	-13.194263	-654.609631
35	0.327680	7500	-12.891919	-667.501550
36	0.315030	7500	-12.598063	-680.099614
37	0.302677	7500	-12.310756	-692.410369
38	0.290619	7500	-12.012733	-704.423102
39	0.278855	7500	-11.726262	-716.149364
40	0.267381	7500	-11.444990	-727.594354
41	0.256195	7500	-11.151811	-738.746165
42	0.245294	7500	-10.872962	-749.619127
43	0.234677	7500	-10.590380	-760.209508
44	0.224340	7500	-10.321873	-770.531381
45	0.214281	7500	-10.045497	-780.576878
46	0.204498	7500	-9.773733	-790.350611
47	0.194988	7500	-9.506033	-799.856644
48	0.185749	7500	-9.240763	-809.097407
49	0.176777	7500	-8.983410	-818.080816
50	0.168070	7500	-8.716835	-826.797651
51	0.159626	7500	-8.467025	-835.264676
52	0.151441	7500	-8.203268	-843.467944
53	0.143514	7500	-7.953957	-851.421901
54	0.135841	7500	-7.709315	-859.131215
55	0.128420	7500	-7.460254	-866.591469
56	0.121247	7500	-7.214273	-873.805743
57	0.114320	7500	-6.984506	-880.790249
58	0.107637	7500	-6.744275	-887.534524
59	0.101193	7500	-6.506068	-894.040592
60	0.094986	7500	-6.279359	-900.319952
61	0.089014	7500	-6.050125	-906.370076
62	0.083273	7500	-5.820827	-912.190904
63	0.077760	7500	-5.597855	-917.788759
64	0.072472	7500	-5.389322	-923.178080
65	0.067406	7500	-5.190402	-928.368482
66	0.062558	7500	-4.934162	-933.302644
67	0.057926	7500	-4.748850	-938.051495
68	0.053506	7500	-4.558788	-942.610282
69	0.049295	7500	-4.344379	-946.954662
70	0.045289	7500	-4.158835	-951.113497
71	0.041485	7500	-3.951361	-955.064857
72	0.037880	7500	-3.789467	-958.854324
73	0.034469	7500	-3.610179	-962.464503
74	0.031250	7500	-3.433248	-965.897751
75	0.028218	7500	-3.222390	-969.120141
76	0.025370	7500	-3.277435	-972.397576
77	0.022702	7500	-2.916942	-975.314519
78	0.020209	7500	-3.430661	-978.745180
79	0.017889	7500	-3.232387	-981.977567
80	0.015736	7500	-3.319871	-985.297439
81	0.013746	7500	-2.757390	-988.054828
82	0.011916	7500	-3.196599	-991.251428
83	0.010240	7500	-2.979496	-994.230924
84	0.008714	7500	-2.681407	-996.912331
85	0.007334	7500	-2.476828	-999.389159
86	0.006093	7500	-2.187715	-1001.576875
87	0.004988	7500	-2.058457	-1003.635331
88	0.004013	7500	-1.818851	-1005.454182
89	0.003162	7500	-1.604069	-1007.058251
90	0.002430	7500	-1.407308	-1008.465559
91	0.001810	7500	-1.271517	-1009.737076
92	0.001296	7500	-1.111733	-1010.848809
93	0.000882	7500	-0.950215	-1011.799024
94	0.000559	7500	-0.840271	-1012.639295
95	0.000320	7500	-0.631537	-1013.270833
96	0.000156	7500	-0.506751	-1013.777583
97	0.000057	7500	-0.271806	-1014.049390
98	0.000010	7500	-0.187517	-1014.236907
99	0.000000	7500	-0.031277	-1014.268184
Log marginal likelihood:	-1014.268184
0	0.975187	7500	-24.534223	-24.534223
1	0.950747	7500	-24.166020	-48.700243
2	0.926679	7500	-23.798460	-72.498704
3	0.902980	7500	-23.439780	-95.938484
4	0.879648	7500	-23.073991	-119.012474
5	0.856682	7500	-22.716187	-141.728662
6	0.834079	7500	-22.358850	-164.087511
7	0.811838	7500	-22.001847	-186.089358
8	0.789957	7500	-21.645800	-207.735158
9	0.768433	7500	-21.292568	-229.027726
10	0.747266	7500	-20.940466	-249.968192
11	0.726452	7500	-20.592170	-270.560361
12	0.705989	7500	-20.249628	-290.809989
13	0.685877	7500	-19.903181	-310.713170
14	0.666112	7500	-19.562616	-330.275786
15	0.646693	7500	-19.219266	-349.495052
16	0.627618	7500	-18.876624	-368.371676
17	0.608884	7500	-18.546433	-386.918108
18	0.590490	7500	-18.213517	-405.131625
19	0.572433	7500	-17.880561	-423.012186
20	0.554712	7500	-17.550575	-440.562760
21	0.537324	7500	-17.217319	-457.780080
22	0.520268	7500	-16.895284	-474.675364
23	0.503540	7500	-16.572935	-491.248299
24	0.487139	7500	-16.243433	-507.491731
25	0.471063	7500	-15.926076	-523.417807
26	0.455310	7500	-15.612320	-539.030127
27	0.439877	7500	-15.296853	-554.326980
28	0.424762	7500	-14.986572	-569.313553
29	0.409963	7500	-14.670554	-583.984107
30	0.395478	7500	-14.361154	-598.345261
31	0.381305	7500	-14.058322	-612.403583
32	0.367440	7500	-13.757546	-626.161129
33	0.353883	7500	-13.458239	-639.619368
34	0.340630	7500	-13.154299	-652.773667
35	0.327680	7500	-12.854118	-665.627785
36	0.315030	7500	-12.559695	-678.187480
37	0.302677	7500	-12.270235	-690.457715
38	0.290619	7500	-11.978156	-702.435871
39	0.278855	7500	-11.691019	-714.126890
40	0.267381	7500	-11.401891	-725.528781
41	0.256195	7500	-11.123412	-736.652193
42	0.245294	7500	-10.843272	-747.495465
43	0.234677	7500	-10.564631	-758.060096
44	0.224340	7500	-10.291574	-768.351670
45	0.214281	7500	-10.017895	-778.369565
46	0.204498	7500	-9.750262	-788.119827
47	0.194988	7500	-9.478824	-797.598651
48	0.185749	7500	-9.205805	-806.804456
49	0.176777	7500	-8.949029	-815.753485
50	0.168070	7500	-8.692776	-824.446262
51	0.159626	7500	-8.436181	-832.882443
52	0.151441	7500	-8.188263	-841.070705
53	0.143514	7500	-7.925772	-848.996478
54	0.135841	7500	-7.678054	-856.674532
55	0.128420	7500	-7.437239	-864.111771
56	0.121247	7500	-7.194644	-871.306414
57	0.114320	7500	-6.964250	-878.270664
58	0.107637	7500	-6.720653	-884.991317
59	0.101193	7500	-6.487764	-891.479082
60	0.094986	7500	-6.254736	-897.733818
61	0.089014	7500	-6.040164	-903.773982
62	0.083273	7500	-5.809449	-909.583431
63	0.077760	7500	-5.575306	-915.158737
64	0.072472	7500	-5.367578	-920.526315
65	0.067406	7500	-5.146595	-925.672910
66	0.062558	7500	-4.941806	-930.614716
67	0.057926	7500	-4.748949	-935.363665
68	0.053506	7500	-4.530691	-939.894355
69	0.049295	7500	-4.336351	-944.230707
70	0.045289	7500	-4.123682	-948.354389
71	0.041485	7500	-3.953729	-952.308118
72	0.037880	7500	-3.778747	-956.086865
73	0.034469	7500	-3.564008	-959.650873
74	0.031250	7500	-3.402156	-963.053029
75	0.028218	7500	-3.228660	-966.281689
76	0.025370	7500	-3.356824	-969.638513
77	0.022702	7500	-2.884414	-972.522927
78	0.020209	7500	-2.860228	-975.383155
79	0.017889	7500	-3.001387	-978.384542
80	0.015736	7500	-3.462666	-981.847208
81	0.013746	7500	-3.242899	-985.090107
82	0.011916	7500	-3.186967	-988.277074
83	0.010240	7500	-2.983554	-991.260628
84	0.008714	7500	-2.716874	-993.977502
85	0.007334	7500	-2.389249	-996.366751
86	0.006093	7500	-2.196850	-998.563601
87	0.004988	7500	-2.025946	-1000.589547
88	0.004013	7500	-1.842445	-1002.431992
89	0.003162	7500	-1.614808	-1004.046800
90	0.002430	7500	-1.417345	-1005.464145
91	0.001810	7500	-1.282736	-1006.746881
92	0.001296	7500	-1.105014	-1007.851895
93	0.000882	7500	-0.928343	-1008.780238
