Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-36.023363	-36.023363
1	0.950747	7500	-35.482095	-71.505457
2	0.926679	7500	-34.941976	-106.447433
3	0.902980	7500	-34.412772	-140.860206
4	0.879648	7500	-33.878926	-174.739132
5	0.856682	7500	-33.372491	-208.111623
6	0.834079	7500	-32.836460	-240.948083
7	0.811838	7500	-32.306079	-273.254163
8	0.789957	7500	-31.797217	-305.051380
9	0.768433	7500	-31.271636	-336.323016
10	0.747266	7500	-30.760228	-367.083244
11	0.726452	7500	-30.254029	-397.337273
12	0.705989	7500	-29.739855	-427.077128
13	0.685877	7500	-29.233595	-456.310723
14	0.666112	7500	-28.739261	-485.049985
15	0.646693	7500	-28.231044	-513.281029
16	0.627618	7500	-27.752834	-541.033864
17	0.608884	7500	-27.247442	-568.281305
18	0.590490	7500	-26.752571	-595.033877
19	0.572433	7500	-26.281541	-621.315418
20	0.554712	7500	-25.812083	-647.127501
21	0.537324	7500	-25.299634	-672.427135
22	0.520268	7500	-24.822951	-697.250086
23	0.503540	7500	-24.357912	-721.607998
24	0.487139	7500	-23.869746	-745.477743
25	0.471063	7500	-23.418628	-768.896372
26	0.455310	7500	-22.942259	-791.838631
27	0.439877	7500	-22.496314	-814.334945
28	0.424762	7500	-22.032324	-836.367269
29	0.409963	7500	-21.569486	-857.936754
30	0.395478	7500	-21.125568	-879.062323
31	0.381305	7500	-20.668564	-899.730887
32	0.367440	7500	-20.223958	-919.954845
33	0.353883	7500	-19.776731	-939.731575
34	0.340630	7500	-19.343645	-959.075220
35	0.327680	7500	-18.910496	-977.985716
36	0.315030	7500	-18.483713	-996.469429
37	0.302677	7500	-18.059450	-1014.528879
38	0.290619	7500	-17.613453	-1032.142332
39	0.278855	7500	-17.193016	-1049.335348
40	0.267381	7500	-16.787278	-1066.122626
41	0.256195	7500	-16.370219	-1082.492844
42	0.245294	7500	-15.979672	-1098.472516
43	0.234677	7500	-15.822205	-1114.294721
44	0.224340	7500	-15.152065	-1129.446786
45	0.214281	7500	-14.736426	-1144.183212
46	0.204498	7500	-14.358384	-1158.541596
47	0.194988	7500	-13.970253	-1172.511849
48	0.185749	7500	-13.598708	-1186.110557
49	0.176777	7500	-13.217630	-1199.328187
50	0.168070	7500	-12.825785	-1212.153973
51	0.159626	7500	-12.466917	-1224.620890
52	0.151441	7500	-12.108283	-1236.729173
53	0.143514	7500	-11.796405	-1248.525578
54	0.135841	7500	-11.377361	-1259.902940
55	0.128420	7500	-11.015433	-1270.918372
56	0.121247	7500	-10.640097	-1281.558469
57	0.114320	7500	-10.323131	-1291.881600
58	0.107637	7500	-9.926188	-1301.807788
59	0.101193	7500	-9.601417	-1311.409205
60	0.094986	7500	-9.389988	-1320.799193
61	0.089014	7500	-9.149967	-1329.949160
62	0.083273	7500	-8.721519	-1338.670680
63	0.077760	7500	-8.420042	-1347.090721
