Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-50.332622	-50.332622
1	0.950747	7500	-49.580003	-99.912625
2	0.926679	7500	-48.824056	-148.736680
3	0.902980	7500	-48.078692	-196.815372
4	0.879648	7500	-47.333567	-244.148939
5	0.856682	7500	-46.591637	-290.740577
6	0.834079	7500	-45.856683	-336.597260
7	0.811838	7500	-45.123353	-381.720613
8	0.789957	7500	-44.396688	-426.117301
9	0.768433	7500	-43.673937	-469.791239
10	0.747266	7500	-42.952370	-512.743608
11	0.726452	7500	-42.237451	-554.981059
12	0.705989	7500	-41.524541	-596.505600
13	0.685877	7500	-40.816312	-637.321913
14	0.666112	7500	-40.114251	-677.436164
15	0.646693	7500	-39.415030	-716.851194
16	0.627618	7500	-38.718354	-755.569548
17	0.608884	7500	-38.027261	-793.596809
18	0.590490	7500	-37.334295	-830.931104
19	0.572433	7500	-36.656157	-867.587261
20	0.554712	7500	-35.973211	-903.560473
21	0.537324	7500	-35.302153	-938.862626
22	0.520268	7500	-34.630484	-973.493110
23	0.503540	7500	-33.970630	-1007.463740
24	0.487139	7500	-33.304336	-1040.768076
25	0.471063	7500	-32.650362	-1073.418439
26	0.455310	7500	-31.989680	-1105.408119
27	0.439877	7500	-31.349811	-1136.757930
28	0.424762	7500	-30.698414	-1167.456344
29	0.409963	7500	-30.059146	-1197.515491
30	0.395478	7500	-29.428523	-1226.944014
31	0.381305	7500	-28.794933	-1255.738947
32	0.367440	7500	-28.175014	-1283.913961
33	0.353883	7500	-27.551800	-1311.465761
34	0.340630	7500	-26.931840	-1338.397601
35	0.327680	7500	-26.326011	-1364.723612
36	0.315030	7500	-25.713550	-1390.437161
37	0.302677	7500	-25.120884	-1415.558046
38	0.290619	7500	-24.520004	-1440.078049
39	0.278855	7500	-23.926229	-1464.004278
40	0.267381	7500	-23.336265	-1487.340543
41	0.256195	7500	-22.753899	-1510.094442
42	0.245294	7500	-22.178038	-1532.272480
43	0.234677	7500	-21.608115	-1553.880595
44	0.224340	7500	-21.035706	-1574.916301
45	0.214281	7500	-20.475422	-1595.391723
46	0.204498	7500	-19.926332	-1615.318055
47	0.194988	7500	-19.373059	-1634.691114
48	0.185749	7500	-18.828106	-1653.519220
49	0.176777	7500	-18.282945	-1671.802165
50	0.168070	7500	-17.747336	-1689.549501
51	0.159626	7500	-17.217148	-1706.766648
52	0.151441	7500	-16.695075	-1723.461723
53	0.143514	7500	-16.173073	-1739.634796
54	0.135841	7500	-15.666113	-1755.300909
55	0.128420	7500	-15.155908	-1770.456817
56	0.121247	7500	-14.644680	-1785.101497
