Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-39.819246	-39.819246
1	0.950747	7500	-39.224969	-79.044214
2	0.926679	7500	-38.626773	-117.670988
3	0.902980	7500	-38.037041	-155.708028
4	0.879648	7500	-37.449366	-193.157394
5	0.856682	7500	-36.866500	-230.023894
6	0.834079	7500	-36.281821	-266.305715
7	0.811838	7500	-35.698664	-302.004380
8	0.789957	7500	-35.124200	-337.128580
9	0.768433	7500	-34.551217	-371.679797
10	0.747266	7500	-33.986426	-405.666222
11	0.726452	7500	-33.418958	-439.085180
12	0.705989	7500	-32.853785	-471.938965
13	0.685877	7500	-32.296100	-504.235065
14	0.666112	7500	-31.736142	-535.971208
15	0.646693	7500	-31.186949	-567.158157
16	0.627618	7500	-30.633792	-597.791949
17	0.608884	7500	-30.086180	-627.878129
18	0.590490	7500	-29.542615	-657.420744
19	0.572433	7500	-29.000153	-686.420897
20	0.554712	7500	-28.465542	-714.886439
21	0.537324	7500	-27.935449	-742.821888
22	0.520268	7500	-27.400188	-770.222076
23	0.503540	7500	-26.874347	-797.096423
24	0.487139	7500	-26.354229	-823.450652
25	0.471063	7500	-25.839016	-849.289668
26	0.455310	7500	-25.319479	-874.609147
27	0.439877	7500	-24.804154	-899.413301
28	0.424762	7500	-24.299536	-923.712837
29	0.409963	7500	-23.790281	-947.503118
30	0.395478	7500	-23.290572	-970.793690
31	0.381305	7500	-22.789605	-993.583296
32	0.367440	7500	-22.297104	-1015.880399
33	0.353883	7500	-21.807896	-1037.688295
34	0.340630	7500	-21.320901	-1059.009197
35	0.327680	7500	-20.838203	-1079.847400
36	0.315030	7500	-20.361861	-1100.209261
37	0.302677	7500	-19.879142	-1120.088403
38	0.290619	7500	-19.406192	-1139.494594
39	0.278855	7500	-18.938070	-1158.432664
40	0.267381	7500	-18.477578	-1176.910241
41	0.256195	7500	-18.009225	-1194.919466
42	0.245294	7500	-17.555620	-1212.475086
43	0.234677	7500	-17.111317	-1229.586403
44	0.224340	7500	-16.661823	-1246.248226
45	0.214281	7500	-16.217342	-1262.465568
46	0.204498	7500	-15.775631	-1278.241199
47	0.194988	7500	-15.346194	-1293.587393
48	0.185749	7500	-14.909304	-1308.496696
49	0.176777	7500	-14.482416	-1322.979113
50	0.168070	7500	-14.070091	-1337.049203
51	0.159626	7500	-13.642472	-1350.691675
52	0.151441	7500	-13.233295	-1363.924970
53	0.143514	7500	-12.814230	-1376.739200
54	0.135841	7500	-12.413473	-1389.152672
55	0.128420	7500	-12.016578	-1401.169250
56	0.121247	7500	-11.634667	-1412.803918
57	0.114320	7500	-11.206243	-1424.010161
58	0.107637	7500	-10.830502	-1434.840663
59	0.101193	7500	-10.470614	-1445.311276
60	0.094986	7500	-10.106667	-1455.417944
61	0.089014	7500	-9.719135	-1465.137079
62	0.083273	7500	-9.345095	-1474.482173
63	0.077760	7500	-8.992604	-1483.474777
64	0.072472	7500	-8.646171	-1492.120948
65	0.067406	7500	-8.502510	-1500.623457
66	0.062558	7500	-8.005404	-1508.628861
67	0.057926	7500	-7.601639	-1516.230500
68	0.053506	7500	-7.690161	-1523.920661
69	0.049295	7500	-7.215794	-1531.136455
70	0.045289	7500	-6.991726	-1538.128181
71	0.041485	7500	-6.511844	-1544.640024
72	0.037880	7500	-6.405216	-1551.045240
73	0.034469	7500	-6.066267	-1557.111507
74	0.031250	7500	-6.399581	-1563.511088
75	0.028218	7500	-5.421164	-1568.932252
76	0.025370	7500	-5.293527	-1574.225779
77	0.022702	7500	-4.882007	-1579.107786
78	0.020209	7500	-4.958903	-1584.066689
79	0.017889	7500	-4.662447	-1588.729136
80	0.015736	7500	-4.215205	-1592.944341
81	0.013746	7500	-4.057354	-1597.001695
82	0.011916	7500	-3.725382	-1600.727078
83	0.010240	7500	-3.434634	-1604.161712
84	0.008714	7500	-3.124855	-1607.286567
85	0.007334	7500	-2.875128	-1610.161695
