Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-30.979132	-30.979132
1	0.950747	7500	-30.510315	-61.489447
2	0.926679	7500	-30.052760	-91.542207
3	0.902980	7500	-29.590988	-121.133196
4	0.879648	7500	-29.136607	-150.269803
5	0.856682	7500	-28.680731	-178.950534
6	0.834079	7500	-28.227756	-207.178290
7	0.811838	7500	-27.775689	-234.953979
8	0.789957	7500	-27.328602	-262.282581
9	0.768433	7500	-26.881957	-289.164538
10	0.747266	7500	-26.437786	-315.602324
11	0.726452	7500	-26.000955	-341.603279
12	0.705989	7500	-25.561431	-367.164710
13	0.685877	7500	-25.127405	-392.292115
14	0.666112	7500	-24.696999	-416.989113
15	0.646693	7500	-24.266412	-441.255525
16	0.627618	7500	-23.835465	-465.090990
17	0.608884	7500	-23.410390	-488.501379
18	0.590490	7500	-22.987236	-511.488615
19	0.572433	7500	-22.571187	-534.059803
20	0.554712	7500	-22.151285	-556.211088
21	0.537324	7500	-21.740689	-577.951777
22	0.520268	7500	-21.325043	-599.276820
23	0.503540	7500	-20.915469	-620.192290
24	0.487139	7500	-20.513920	-640.706210
25	0.471063	7500	-20.107246	-660.813456
26	0.455310	7500	-19.703558	-680.517014
27	0.439877	7500	-19.306505	-699.823520
28	0.424762	7500	-18.907686	-718.731206
29	0.409963	7500	-18.516530	-737.247736
30	0.395478	7500	-18.123519	-755.371254
31	0.381305	7500	-17.744693	-773.115948
32	0.367440	7500	-17.360619	-790.476567
33	0.353883	7500	-16.967488	-807.444056
34	0.340630	7500	-16.587970	-824.032026
35	0.327680	7500	-16.215305	-840.247331
36	0.315030	7500	-15.847313	-856.094644
37	0.302677	7500	-15.502097	-871.596742
38	0.290619	7500	-15.124541	-886.721282
39	0.278855	7500	-14.740673	-901.461955
40	0.267381	7500	-14.382840	-915.844795
41	0.256195	7500	-14.040947	-929.885741
42	0.245294	7500	-13.672571	-943.558312
43	0.234677	7500	-13.319690	-956.878002
44	0.224340	7500	-12.972772	-969.850774
45	0.214281	7500	-12.634876	-982.485650
46	0.204498	7500	-12.287941	-994.773591
47	0.194988	7500	-11.957834	-1006.731424
48	0.185749	7500	-11.616053	-1018.347477
49	0.176777	7500	-11.289287	-1029.636765
50	0.168070	7500	-10.957187	-1040.593952
51	0.159626	7500	-10.635206	-1051.229157
52	0.151441	7500	-10.308653	-1061.537810
53	0.143514	7500	-10.000516	-1071.538327
54	0.135841	7500	-9.680960	-1081.219286
55	0.128420	7500	-9.376386	-1090.595673
56	0.121247	7500	-9.067267	-1099.662939
57	0.114320	7500	-8.748144	-1108.411083
58	0.107637	7500	-8.463907	-1116.874991
59	0.101193	7500	-8.167598	-1125.042589
60	0.094986	7500	-7.916061	-1132.958650
61	0.089014	7500	-7.596668	-1140.555318
62	0.083273	7500	-7.302511	-1147.857828
63	0.077760	7500	-7.016018	-1154.873846
64	0.072472	7500	-6.745834	-1161.619680
65	0.067406	7500	-6.508275	-1168.127955
66	0.062558	7500	-6.316658	-1174.444613
67	0.057926	7500	-5.955652	-1180.400265
68	0.053506	7500	-5.758779	-1186.159044
69	0.049295	7500	-5.462047	-1191.621091
70	0.045289	7500	-5.625652	-1197.246743
71	0.041485	7500	-5.018145	-1202.264888
72	0.037880	7500	-4.783901	-1207.048789
73	0.034469	7500	-4.830681	-1211.879471
74	0.031250	7500	-4.603472	-1216.482943
75	0.028218	7500	-4.321745	-1220.804687
76	0.025370	7500	-4.062009	-1224.866696
77	0.022702	7500	-4.046585	-1228.913281
78	0.020209	7500	-4.079176	-1232.992457
79	0.017889	7500	-3.565999	-1236.558455
80	0.015736	7500	-3.513075	-1240.071530
81	0.013746	7500	-3.364732	-1243.436262
82	0.011916	7500	-3.029407	-1246.465669
83	0.010240	7500	-2.856149	-1249.321818
84	0.008714	7500	-2.602310	-1251.924128
85	0.007334	7500	-2.397704	-1254.321832
86	0.006093	7500	-2.174616	-1256.496447
87	0.004988	7500	-1.971870	-1258.468318
88	0.004013	7500	-1.796607	-1260.264925
89	0.003162	7500	-1.604365	-1261.869290
90	0.002430	7500	-1.442927	-1263.312217
91	0.001810	7500	-1.219524	-1264.531740
92	0.001296	7500	-1.060776	-1265.592516
93	0.000882	7500	-0.889675	-1266.482191
94	0.000559	7500	-0.670518	-1267.152709
95	0.000320	7500	-0.613654	-1267.766364
96	0.000156	7500	-0.455532	-1268.221895
97	0.000057	7500	-0.280935	-1268.502830
98	0.000010	7500	-0.161642	-1268.664472
99	0.000000	7500	-0.031037	-1268.695509
Log marginal likelihood:	-1268.695509
0	0.975187	7500	-30.450881	-30.450881
1	0.950747	7500	-29.991655	-60.442536
2	0.926679	7500	-29.541732	-89.984268
3	0.902980	7500	-29.084859	-119.069128
4	0.879648	7500	-28.637673	-147.706801
5	0.856682	7500	-28.190004	-175.896805
6	0.834079	7500	-27.742155	-203.638959
7	0.811838	7500	-27.302730	-230.941689
8	0.789957	7500	-26.862569	-257.804257
9	0.768433	7500	-26.428827	-284.233084
10	0.747266	7500	-25.993625	-310.226709
11	0.726452	7500	-25.559044	-335.785753
12	0.705989	7500	-25.129371	-360.915123
13	0.685877	7500	-24.697857	-385.612980
14	0.666112	7500	-24.275389	-409.888369
15	0.646693	7500	-23.851799	-433.740168
16	0.627618	7500	-23.432062	-457.172230
17	0.608884	7500	-23.009660	-480.181890
18	0.590490	7500	-22.595995	-502.777885
19	0.572433	7500	-22.184558	-524.962443
20	0.554712	7500	-21.775180	-546.737624
21	0.537324	7500	-21.362889	-568.100513
22	0.520268	7500	-20.959138	-589.059650
23	0.503540	7500	-20.556014	-609.615664
24	0.487139	7500	-20.157860	-629.773524
25	0.471063	7500	-19.765410	-649.538934
26	0.455310	7500	-19.370281	-668.909215
27	0.439877	7500	-18.975644	-687.884859
28	0.424762	7500	-18.587228	-706.472087
29	0.409963	7500	-18.202834	-724.674921
30	0.395478	7500	-17.821193	-742.496115
31	0.381305	7500	-17.436606	-759.932721
32	0.367440	7500	-17.063898	-776.996618
33	0.353883	7500	-16.689896	-793.686514
34	0.340630	7500	-16.317365	-810.003879
35	0.327680	7500	-15.952465	-825.956344
36	0.315030	7500	-15.576184	-841.532528
37	0.302677	7500	-15.206574	-856.739102
38	0.290619	7500	-14.847685	-871.586788
39	0.278855	7500	-14.495060	-886.081847
40	0.267381	7500	-14.138682	-900.220529
41	0.256195	7500	-13.790919	-914.011449
42	0.245294	7500	-13.442594	-927.454043
43	0.234677	7500	-13.098794	-940.552836
44	0.224340	7500	-12.761978	-953.314815
45	0.214281	7500	-12.425065	-965.739880
46	0.204498	7500	-12.076802	-977.816682
47	0.194988	7500	-11.749116	-989.565798
48	0.185749	7500	-11.419089	-1000.984887
49	0.176777	7500	-11.097315	-1012.082202
50	0.168070	7500	-10.774593	-1022.856795
51	0.159626	7500	-10.451321	-1033.308116
52	0.151441	7500	-10.139179	-1043.447295
53	0.143514	7500	-9.827905	-1053.275200
54	0.135841	7500	-9.511970	-1062.787170
55	0.128420	7500	-9.207858	-1071.995028
56	0.121247	7500	-8.910663	-1080.905691
57	0.114320	7500	-8.616473	-1089.522163
58	0.107637	7500	-8.319878	-1097.842042
59	0.101193	7500	-8.025167	-1105.867209
60	0.094986	7500	-7.751256	-1113.618464
61	0.089014	7500	-7.463817	-1121.082281
62	0.083273	7500	-7.190088	-1128.272369
63	0.077760	7500	-6.908814	-1135.181182
64	0.072472	7500	-6.689376	-1141.870559
65	0.067406	7500	-6.373008	-1148.243567
66	0.062558	7500	-6.107862	-1154.351428
67	0.057926	7500	-5.938197	-1160.289626
68	0.053506	7500	-6.069954	-1166.359579
69	0.049295	7500	-5.680568	-1172.040147
70	0.045289	7500	-5.193717	-1177.233864
71	0.041485	7500	-5.296386	-1182.530250
72	0.037880	7500	-4.764416	-1187.294666
73	0.034469	7500	-5.283798	-1192.578464
74	0.031250	7500	-4.405511	-1196.983975
75	0.028218	7500	-5.016900	-1202.000875
76	0.025370	7500	-4.555433	-1206.556308
77	0.022702	7500	-3.997493	-1210.553801
78	0.020209	7500	-4.093103	-1214.646905
79	0.017889	7500	-3.866096	-1218.513001
80	0.015736	7500	-3.626674	-1222.139675
81	0.013746	7500	-3.342571	-1225.482246
82	0.011916	7500	-3.011645	-1228.493891
83	0.010240	7500	-2.852316	-1231.346208
84	0.008714	7500	-2.537614	-1233.883822
85	0.007334	7500	-2.412527	-1236.296349
86	0.006093	7500	-2.164616	-1238.460965
87	0.004988	7500	-1.973931	-1240.434896
88	0.004013	7500	-1.781098	-1242.215994
89	0.003162	7500	-1.552408	-1243.768401
90	0.002430	7500	-1.420975	-1245.189376
91	0.001810	7500	-1.226135	-1246.415511
92	0.001296	7500	-1.118522	-1247.534033
93	0.000882	7500	-0.868154	-1248.402187
94	0.000559	7500	-0.785686	-1249.187873
95	0.000320	7500	-0.600805	-1249.788678
96	0.000156	7500	-0.418000	-1250.206679
97	0.000057	7500	-0.296568	-1250.503246
98	0.000010	7500	-0.160160	-1250.663406
99	0.000000	7500	-0.031534	-1250.694941
Log marginal likelihood:	-1250.694941
0	0.975187	7500	-30.048541	-30.048541
1	0.950747	7500	-29.595215	-59.643756
2	0.926679	7500	-29.145829	-88.789585
3	0.902980	7500	-28.701017	-117.490602
4	0.879648	7500	-28.258464	-145.749066
5	0.856682	7500	-27.817981	-173.567047
6	0.834079	7500	-27.377417	-200.944464
7	0.811838	7500	-26.940043	-227.884507
8	0.789957	7500	-26.506942	-254.391449
9	0.768433	7500	-26.073243	-280.464691
10	0.747266	7500	-25.646031	-306.110723
11	0.726452	7500	-25.216412	-331.327135
12	0.705989	7500	-24.792655	-356.119790
13	0.685877	7500	-24.372889	-380.492679
14	0.666112	7500	-23.951207	-404.443886
15	0.646693	7500	-23.536084	-427.979970
16	0.627618	7500	-23.120496	-451.100466
17	0.608884	7500	-22.707349	-473.807815
18	0.590490	7500	-22.295942	-496.103757
19	0.572433	7500	-21.886139	-517.989896
20	0.554712	7500	-21.484463	-539.474359
21	0.537324	7500	-21.087087	-560.561446
22	0.520268	7500	-20.683147	-581.244594
23	0.503540	7500	-20.282831	-601.527425
24	0.487139	7500	-19.895189	-621.422614
25	0.471063	7500	-19.503799	-640.926413
26	0.455310	7500	-19.110465	-660.036878
27	0.439877	7500	-18.723253	-678.760131
28	0.424762	7500	-18.342944	-697.103075
29	0.409963	7500	-17.965583	-715.068658
30	0.395478	7500	-17.584693	-732.653351
