Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-37.136916	-37.136916
1	0.950747	7500	-36.581379	-73.718295
2	0.926679	7500	-36.024921	-109.743215
3	0.902980	7500	-35.474034	-145.217249
4	0.879648	7500	-34.921039	-180.138288
5	0.856682	7500	-34.379406	-214.517694
6	0.834079	7500	-33.834360	-248.352054
7	0.811838	7500	-33.297042	-281.649096
8	0.789957	7500	-32.761042	-314.410138
9	0.768433	7500	-32.223910	-346.634048
10	0.747266	7500	-31.698252	-378.332300
11	0.726452	7500	-31.167322	-409.499622
12	0.705989	7500	-30.639225	-440.138847
13	0.685877	7500	-30.114784	-470.253632
14	0.666112	7500	-29.600713	-499.854345
15	0.646693	7500	-29.081004	-528.935349
16	0.627618	7500	-28.575007	-557.510356
17	0.608884	7500	-28.064717	-585.575073
18	0.590490	7500	-27.552569	-613.127642
19	0.572433	7500	-27.050901	-640.178543
20	0.554712	7500	-26.550535	-666.729078
21	0.537324	7500	-26.053538	-692.782616
22	0.520268	7500	-25.558685	-718.341301
23	0.503540	7500	-25.065493	-743.406794
24	0.487139	7500	-24.584591	-767.991385
25	0.471063	7500	-24.093677	-792.085062
26	0.455310	7500	-23.610518	-815.695580
27	0.439877	7500	-23.139686	-838.835266
28	0.424762	7500	-22.662909	-861.498175
29	0.409963	7500	-22.191925	-883.690099
30	0.395478	7500	-21.721809	-905.411909
31	0.381305	7500	-21.255961	-926.667870
32	0.367440	7500	-20.795704	-947.463574
33	0.353883	7500	-20.339206	-967.802780
34	0.340630	7500	-19.882391	-987.685171
35	0.327680	7500	-19.433365	-1007.118536
36	0.315030	7500	-18.988928	-1026.107464
37	0.302677	7500	-18.540635	-1044.648099
38	0.290619	7500	-18.104540	-1062.752639
39	0.278855	7500	-17.669177	-1080.421816
40	0.267381	7500	-17.233338	-1097.655154
41	0.256195	7500	-16.807234	-1114.462388
42	0.245294	7500	-16.380092	-1130.842480
43	0.234677	7500	-15.959241	-1146.801722
44	0.224340	7500	-15.538046	-1162.339767
45	0.214281	7500	-15.119081	-1177.458848
46	0.204498	7500	-14.717012	-1192.175861
47	0.194988	7500	-14.308244	-1206.484105
48	0.185749	7500	-13.912437	-1220.396541
49	0.176777	7500	-13.513358	-1233.909899
50	0.168070	7500	-13.116465	-1247.026364
51	0.159626	7500	-12.726930	-1259.753294
52	0.151441	7500	-12.339824	-1272.093118
53	0.143514	7500	-11.954085	-1284.047202
54	0.135841	7500	-11.585039	-1295.632241
55	0.128420	7500	-11.206685	-1306.838926
56	0.121247	7500	-10.841344	-1317.680270
57	0.114320	7500	-10.469335	-1328.149605
58	0.107637	7500	-10.123973	-1338.273577
59	0.101193	7500	-9.766649	-1348.040227
60	0.094986	7500	-9.416900	-1357.457127
61	0.089014	7500	-9.055988	-1366.513116
62	0.083273	7500	-8.697757	-1375.210873
63	0.077760	7500	-8.386540	-1383.597413
64	0.072472	7500	-8.053897	-1391.651310
65	0.067406	7500	-7.705828	-1399.357138
66	0.062558	7500	-7.387881	-1406.745019
67	0.057926	7500	-7.093290	-1413.838309
68	0.053506	7500	-6.784761	-1420.623070
69	0.049295	7500	-6.466811	-1427.089881
70	0.045289	7500	-6.177616	-1433.267497
71	0.041485	7500	-5.866334	-1439.133831
72	0.037880	7500	-5.574488	-1444.708319
73	0.034469	7500	-5.312819	-1450.021138
