Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-36.900041	-36.900041
1	0.950747	7500	-36.350027	-73.250068
2	0.926679	7500	-35.801146	-109.051214
3	0.902980	7500	-35.250681	-144.301895
4	0.879648	7500	-34.706858	-179.008753
5	0.856682	7500	-34.163475	-213.172228
6	0.834079	7500	-33.621524	-246.793752
7	0.811838	7500	-33.085372	-279.879123
8	0.789957	7500	-32.550484	-312.429607
9	0.768433	7500	-32.026091	-344.455699
10	0.747266	7500	-31.494925	-375.950624
11	0.726452	7500	-30.965857	-406.916480
12	0.705989	7500	-30.445947	-437.362427
13	0.685877	7500	-29.930107	-467.292534
14	0.666112	7500	-29.411583	-496.704117
15	0.646693	7500	-28.900095	-525.604212
16	0.627618	7500	-28.388526	-553.992739
17	0.608884	7500	-27.880876	-581.873614
18	0.590490	7500	-27.378744	-609.252358
19	0.572433	7500	-26.882755	-636.135113
20	0.554712	7500	-26.387628	-662.522741
21	0.537324	7500	-25.890598	-688.413339
22	0.520268	7500	-25.394501	-713.807840
23	0.503540	7500	-24.911539	-738.719379
24	0.487139	7500	-24.426900	-763.146279
25	0.471063	7500	-23.942689	-787.088968
26	0.455310	7500	-23.467453	-810.556421
27	0.439877	7500	-22.989830	-833.546250
28	0.424762	7500	-22.525022	-856.071272
29	0.409963	7500	-22.051112	-878.122384
30	0.395478	7500	-21.590207	-899.712591
31	0.381305	7500	-21.123085	-920.835676
32	0.367440	7500	-20.666331	-941.502008
33	0.353883	7500	-20.208816	-961.710823
34	0.340630	7500	-19.771004	-981.481827
35	0.327680	7500	-19.315718	-1000.797545
36	0.315030	7500	-18.862915	-1019.660460
37	0.302677	7500	-18.431273	-1038.091733
38	0.290619	7500	-17.990692	-1056.082425
39	0.278855	7500	-17.550809	-1073.633234
40	0.267381	7500	-17.122550	-1090.755784
41	0.256195	7500	-16.699807	-1107.455592
42	0.245294	7500	-16.281350	-1123.736942
43	0.234677	7500	-15.869894	-1139.606836
44	0.224340	7500	-15.448115	-1155.054951
45	0.214281	7500	-15.031776	-1170.086727
46	0.204498	7500	-14.627353	-1184.714079
47	0.194988	7500	-14.222733	-1198.936812
48	0.185749	7500	-13.825162	-1212.761974
49	0.176777	7500	-13.431277	-1226.193251
50	0.168070	7500	-13.037724	-1239.230975
51	0.159626	7500	-12.656750	-1251.887725
52	0.151441	7500	-12.270178	-1264.157903
