Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-41.250926	-41.250926
1	0.950747	7500	-40.616676	-81.867602
2	0.926679	7500	-39.982505	-121.850107
3	0.902980	7500	-39.370695	-161.220802
4	0.879648	7500	-38.761433	-199.982235
5	0.856682	7500	-38.174982	-238.157217
6	0.834079	7500	-37.564234	-275.721451
7	0.811838	7500	-36.966707	-312.688159
8	0.789957	7500	-36.365090	-349.053249
9	0.768433	7500	-35.783047	-384.836296
10	0.747266	7500	-35.181234	-420.017530
11	0.726452	7500	-34.610092	-454.627621
12	0.705989	7500	-34.038880	-488.666501
13	0.685877	7500	-33.446549	-522.113050
14	0.666112	7500	-32.860344	-554.973394
15	0.646693	7500	-32.287851	-587.261246
16	0.627618	7500	-31.727031	-618.988277
17	0.608884	7500	-31.171074	-650.159351
18	0.590490	7500	-30.595065	-680.754416
19	0.572433	7500	-30.045229	-710.799645
20	0.554712	7500	-29.496607	-740.296252
21	0.537324	7500	-28.933583	-769.229835
22	0.520268	7500	-28.386698	-797.616533
23	0.503540	7500	-27.858181	-825.474714
24	0.487139	7500	-27.308042	-852.782755
25	0.471063	7500	-26.781990	-879.564745
26	0.455310	7500	-26.235911	-905.800656
27	0.439877	7500	-25.720462	-931.521118
28	0.424762	7500	-25.201464	-956.722582
29	0.409963	7500	-24.661696	-981.384278
30	0.395478	7500	-24.153505	-1005.537784
31	0.381305	7500	-23.654449	-1029.192233
32	0.367440	7500	-23.138193	-1052.330426
33	0.353883	7500	-22.636019	-1074.966446
34	0.340630	7500	-22.121549	-1097.087994
35	0.327680	7500	-21.616381	-1118.704375
36	0.315030	7500	-21.127286	-1139.831661
37	0.302677	7500	-20.635006	-1160.466667
38	0.290619	7500	-20.146102	-1180.612769
39	0.278855	7500	-19.662948	-1200.275717
40	0.267381	7500	-19.217098	-1219.492815
41	0.256195	7500	-18.751840	-1238.244655
42	0.245294	7500	-18.218004	-1256.462659
43	0.234677	7500	-17.792061	-1274.254720
44	0.224340	7500	-17.298223	-1291.552943
45	0.214281	7500	-16.872375	-1308.425318
46	0.204498	7500	-16.394667	-1324.819985
47	0.194988	7500	-15.977185	-1340.797170
48	0.185749	7500	-15.654317	-1356.451488
49	0.176777	7500	-15.094084	-1371.545572
50	0.168070	7500	-14.683479	-1386.229051
51	0.159626	7500	-14.205927	-1400.434979
52	0.151441	7500	-13.777616	-1414.212595
53	0.143514	7500	-13.362379	-1427.574974
54	0.135841	7500	-13.025864	-1440.600838
55	0.128420	7500	-12.745581	-1453.346419
56	0.121247	7500	-12.319615	-1465.666034
57	0.114320	7500	-12.086302	-1477.752336
58	0.107637	7500	-11.924262	-1489.676598
59	0.101193	7500	-11.527595	-1501.204194
60	0.094986	7500	-11.084116	-1512.288310
61	0.089014	7500	-10.396111	-1522.684420
62	0.083273	7500	-10.169133	-1532.853554
63	0.077760	7500	-9.603980	-1542.457534
64	0.072472	7500	-9.500647	-1551.958181
65	0.067406	7500	-9.113515	-1561.071697
66	0.062558	7500	-8.751107	-1569.822803
67	0.057926	7500	-8.392582	-1578.215385
68	0.053506	7500	-8.073100	-1586.288485
69	0.049295	7500	-7.668019	-1593.956504
70	0.045289	7500	-7.324368	-1601.280871
71	0.041485	7500	-7.063452	-1608.344323
72	0.037880	7500	-6.602744	-1614.947067
73	0.034469	7500	-6.227786	-1621.174854
74	0.031250	7500	-5.953849	-1627.128703
75	0.028218	7500	-5.652547	-1632.781250
76	0.025370	7500	-5.956706	-1638.737956
77	0.022702	7500	-5.935957	-1644.673913
78	0.020209	7500	-5.561440	-1650.235353
79	0.017889	7500	-5.240940	-1655.476293
80	0.015736	7500	-4.894572	-1660.370865
81	0.013746	7500	-4.526367	-1664.897232
82	0.011916	7500	-4.152924	-1669.050157
83	0.010240	7500	-3.843846	-1672.894002
84	0.008714	7500	-3.527691	-1676.421693
85	0.007334	7500	-3.316444	-1679.738137
86	0.006093	7500	-2.908204	-1682.646340
87	0.004988	7500	-2.642462	-1685.288803
88	0.004013	7500	-2.353098	-1687.641901
89	0.003162	7500	-2.115579	-1689.757480
90	0.002430	7500	-1.971527	-1691.729007
91	0.001810	7500	-1.616488	-1693.345495
92	0.001296	7500	-1.310762	-1694.656256
93	0.000882	7500	-1.112852	-1695.769108
94	0.000559	7500	-0.859005	-1696.628113
95	0.000320	7500	-0.709863	-1697.337975
96	0.000156	7500	-0.555422	-1697.893397
97	0.000057	7500	-0.316854	-1698.210251
98	0.000010	7500	-0.147332	-1698.357583
99	0.000000	7500	-0.030191	-1698.387774
Log marginal likelihood:	-1698.387774
0	0.975187	7500	-40.956572	-40.956572
1	0.950747	7500	-40.337393	-81.293965
2	0.926679	7500	-39.724939	-121.018904
3	0.902980	7500	-39.113474	-160.132378
4	0.879648	7500	-38.519560	-198.651938
5	0.856682	7500	-37.913089	-236.565027
6	0.834079	7500	-37.322103	-273.887131
7	0.811838	7500	-36.727542	-310.614672
8	0.789957	7500	-36.130516	-346.745188
9	0.768433	7500	-35.544043	-382.289231
10	0.747266	7500	-34.960553	-417.249784
11	0.726452	7500	-34.378858	-451.628642
12	0.705989	7500	-33.803926	-485.432568
13	0.685877	7500	-33.226779	-518.659347
14	0.666112	7500	-32.653926	-551.313273
15	0.646693	7500	-32.085589	-583.398862
16	0.627618	7500	-31.530671	-614.929533
17	0.608884	7500	-30.961308	-645.890841
18	0.590490	7500	-30.402667	-676.293508
19	0.572433	7500	-29.858059	-706.151567
20	0.554712	7500	-29.298353	-735.449920
21	0.537324	7500	-28.744589	-764.194509
22	0.520268	7500	-28.211414	-792.405923
23	0.503540	7500	-27.678047	-820.083970
24	0.487139	7500	-27.124303	-847.208273
25	0.471063	7500	-26.602500	-873.810773
26	0.455310	7500	-26.073482	-899.884255
27	0.439877	7500	-25.548219	-925.432474
28	0.424762	7500	-25.038541	-950.471016
29	0.409963	7500	-24.494334	-974.965349
30	0.395478	7500	-24.008036	-998.973385
31	0.381305	7500	-23.487060	-1022.460444
32	0.367440	7500	-22.981932	-1045.442376
33	0.353883	7500	-22.484049	-1067.926426
34	0.340630	7500	-21.983239	-1089.909665
35	0.327680	7500	-21.459969	-1111.369634
36	0.315030	7500	-20.975872	-1132.345506
37	0.302677	7500	-20.668458	-1153.013964
38	0.290619	7500	-20.015999	-1173.029963
39	0.278855	7500	-19.560417	-1192.590380
40	0.267381	7500	-19.097695	-1211.688075
41	0.256195	7500	-18.600260	-1230.288335
42	0.245294	7500	-18.114605	-1248.402941
43	0.234677	7500	-17.652369	-1266.055310
44	0.224340	7500	-17.199468	-1283.254777
45	0.214281	7500	-16.748060	-1300.002837
46	0.204498	7500	-16.276058	-1316.278894
47	0.194988	7500	-15.929400	-1332.208294
48	0.185749	7500	-15.422348	-1347.630643
49	0.176777	7500	-15.010975	-1362.641617
50	0.168070	7500	-14.573115	-1377.214732
51	0.159626	7500	-14.117401	-1391.332133
