Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-35.971441	-35.971441
1	0.950747	7500	-35.436563	-71.408004
2	0.926679	7500	-34.900468	-106.308472
3	0.902980	7500	-34.379604	-140.688077
4	0.879648	7500	-33.842481	-174.530558
5	0.856682	7500	-33.318491	-207.849049
6	0.834079	7500	-32.783866	-240.632915
7	0.811838	7500	-32.270186	-272.903101
8	0.789957	7500	-31.748467	-304.651569
9	0.768433	7500	-31.226860	-335.878428
10	0.747266	7500	-30.713243	-366.591671
11	0.726452	7500	-30.209113	-396.800784
12	0.705989	7500	-29.710209	-426.510993
13	0.685877	7500	-29.202135	-455.713128
14	0.666112	7500	-28.705366	-484.418494
15	0.646693	7500	-28.209147	-512.627641
16	0.627618	7500	-27.692975	-540.320616
17	0.608884	7500	-27.195945	-567.516561
18	0.590490	7500	-26.715954	-594.232514
19	0.572433	7500	-26.225524	-620.458039
20	0.554712	7500	-25.736799	-646.194837
21	0.537324	7500	-25.260923	-671.455760
22	0.520268	7500	-24.776092	-696.231852
23	0.503540	7500	-24.309610	-720.541463
24	0.487139	7500	-23.842589	-744.384051
25	0.471063	7500	-23.367706	-767.751757
26	0.455310	7500	-22.907418	-790.659175
27	0.439877	7500	-22.441119	-813.100294
28	0.424762	7500	-21.991003	-835.091297
29	0.409963	7500	-21.533790	-856.625087
30	0.395478	7500	-21.108068	-877.733155
31	0.381305	7500	-20.718376	-898.451531
32	0.367440	7500	-20.274801	-918.726332
33	0.353883	7500	-19.832349	-938.558681
34	0.340630	7500	-19.389873	-957.948554
35	0.327680	7500	-18.956745	-976.905299
36	0.315030	7500	-18.496107	-995.401406
37	0.302677	7500	-18.032981	-1013.434387
38	0.290619	7500	-17.624766	-1031.059153
39	0.278855	7500	-17.180265	-1048.239418
40	0.267381	7500	-16.763024	-1065.002442
41	0.256195	7500	-16.359327	-1081.361768
42	0.245294	7500	-15.947529	-1097.309297
43	0.234677	7500	-15.566696	-1112.875993
44	0.224340	7500	-15.130580	-1128.006573
45	0.214281	7500	-14.749208	-1142.755781
46	0.204498	7500	-14.354279	-1157.110060
47	0.194988	7500	-13.966337	-1171.076397
48	0.185749	7500	-13.593973	-1184.670370
49	0.176777	7500	-13.203502	-1197.873872
50	0.168070	7500	-12.803461	-1210.677333
51	0.159626	7500	-12.445299	-1223.122632
52	0.151441	7500	-12.088423	-1235.211056
53	0.143514	7500	-11.714799	-1246.925855
54	0.135841	7500	-11.373603	-1258.299458
55	0.128420	7500	-11.010963	-1269.310421
56	0.121247	7500	-10.677462	-1279.987883
57	0.114320	7500	-10.480481	-1290.468364
58	0.107637	7500	-10.325741	-1300.794105
59	0.101193	7500	-9.961655	-1310.755761
60	0.094986	7500	-9.446022	-1320.201783
61	0.089014	7500	-8.920285	-1329.122068
62	0.083273	7500	-8.698151	-1337.820219
63	0.077760	7500	-8.411283	-1346.231502
64	0.072472	7500	-8.263435	-1354.494937
65	0.067406	7500	-8.215416	-1362.710354
66	0.062558	7500	-7.908191	-1370.618545
67	0.057926	7500	-7.381107	-1377.999652
68	0.053506	7500	-7.226916	-1385.226569
69	0.049295	7500	-6.874259	-1392.100828
70	0.045289	7500	-6.577750	-1398.678577
71	0.041485	7500	-6.293281	-1404.971859
72	0.037880	7500	-5.968253	-1410.940112
73	0.034469	7500	-5.811155	-1416.751268
74	0.031250	7500	-5.353318	-1422.104585
75	0.028218	7500	-5.098855	-1427.203440
76	0.025370	7500	-5.070634	-1432.274074
77	0.022702	7500	-4.698986	-1436.973060
78	0.020209	7500	-4.363438	-1441.336499
79	0.017889	7500	-4.571552	-1445.908050
80	0.015736	7500	-4.622949	-1450.531000
81	0.013746	7500	-4.554690	-1455.085690
82	0.011916	7500	-4.179289	-1459.264979
83	0.010240	7500	-3.879087	-1463.144067
84	0.008714	7500	-3.560523	-1466.704589
85	0.007334	7500	-3.298057	-1470.002646
86	0.006093	7500	-2.974413	-1472.977059
87	0.004988	7500	-2.571844	-1475.548903
88	0.004013	7500	-2.407981	-1477.956884
89	0.003162	7500	-2.165106	-1480.121990
90	0.002430	7500	-1.910381	-1482.032371
91	0.001810	7500	-1.659002	-1483.691373
92	0.001296	7500	-1.369284	-1485.060656
93	0.000882	7500	-1.091994	-1486.152650
94	0.000559	7500	-0.941544	-1487.094194
95	0.000320	7500	-0.806613	-1487.900807
96	0.000156	7500	-0.556662	-1488.457469
97	0.000057	7500	-0.371400	-1488.828869
98	0.000010	7500	-0.155102	-1488.983971
99	0.000000	7500	-0.035181	-1489.019153
Log marginal likelihood:	-1489.019153
0	0.975187	7500	-35.656803	-35.656803
1	0.950747	7500	-35.126366	-70.783168
2	0.926679	7500	-34.601321	-105.384489
3	0.902980	7500	-34.068486	-139.452975
4	0.879648	7500	-33.544574	-172.997549
5	0.856682	7500	-33.023854	-206.021402
6	0.834079	7500	-32.503169	-238.524571
7	0.811838	7500	-31.986969	-270.511540
8	0.789957	7500	-31.471710	-301.983250
9	0.768433	7500	-30.957498	-332.940749
10	0.747266	7500	-30.462978	-363.403726
11	0.726452	7500	-29.949717	-393.353443
12	0.705989	7500	-29.443775	-422.797218
13	0.685877	7500	-28.940349	-451.737567
14	0.666112	7500	-28.439700	-480.177268
15	0.646693	7500	-27.942642	-508.119910
16	0.627618	7500	-27.463856	-535.583766
17	0.608884	7500	-26.997332	-562.581098
18	0.590490	7500	-26.509736	-589.090834
19	0.572433	7500	-26.034260	-615.125095
20	0.554712	7500	-25.557344	-640.682439
21	0.537324	7500	-25.064669	-665.747108
22	0.520268	7500	-24.571778	-690.318886
23	0.503540	7500	-24.105835	-714.424721
24	0.487139	7500	-23.644532	-738.069253
25	0.471063	7500	-23.178582	-761.247835
26	0.455310	7500	-22.721522	-783.969357
27	0.439877	7500	-22.276315	-806.245672
28	0.424762	7500	-21.798859	-828.044531
29	0.409963	7500	-21.365818	-849.410349
30	0.395478	7500	-20.909776	-870.320126
31	0.381305	7500	-20.461096	-890.781222
32	0.367440	7500	-20.022344	-910.803566
33	0.353883	7500	-19.594294	-930.397859
34	0.340630	7500	-19.147975	-949.545835
35	0.327680	7500	-18.706685	-968.252520
36	0.315030	7500	-18.290095	-986.542615
37	0.302677	7500	-17.878958	-1004.421573
38	0.290619	7500	-17.443514	-1021.865087
39	0.278855	7500	-17.049922	-1038.915010
40	0.267381	7500	-16.606708	-1055.521717
41	0.256195	7500	-16.211110	-1071.732827
42	0.245294	7500	-15.810759	-1087.543587
43	0.234677	7500	-15.406462	-1102.950048
44	0.224340	7500	-15.000731	-1117.950780
45	0.214281	7500	-14.605712	-1132.556492
46	0.204498	7500	-14.212676	-1146.769168
47	0.194988	7500	-13.841105	-1160.610273
48	0.185749	7500	-13.450196	-1174.060469
49	0.176777	7500	-13.069600	-1187.130069
50	0.168070	7500	-12.697085	-1199.827153
51	0.159626	7500	-12.311304	-1212.138458
52	0.151441	7500	-11.963368	-1224.101826
53	0.143514	7500	-11.578230	-1235.680056
54	0.135841	7500	-11.239282	-1246.919338
55	0.128420	7500	-10.892507	-1257.811844
56	0.121247	7500	-10.523804	-1268.335648
57	0.114320	7500	-10.173296	-1278.508944
58	0.107637	7500	-9.811056	-1288.320000
59	0.101193	7500	-9.494123	-1297.814123
60	0.094986	7500	-9.164966	-1306.979089
61	0.089014	7500	-8.824992	-1315.804081
62	0.083273	7500	-8.474109	-1324.278190
63	0.077760	7500	-8.194031	-1332.472221
64	0.072472	7500	-7.866048	-1340.338269
65	0.067406	7500	-7.547578	-1347.885847
66	0.062558	7500	-7.244604	-1355.130450
67	0.057926	7500	-6.929552	-1362.060002
68	0.053506	7500	-6.650277	-1368.710279
69	0.049295	7500	-6.368509	-1375.078788
70	0.045289	7500	-6.071388	-1381.150177
71	0.041485	7500	-5.805242	-1386.955419
72	0.037880	7500	-5.537913	-1392.493332
73	0.034469	7500	-5.236357	-1397.729688
74	0.031250	7500	-4.980956	-1402.710645
75	0.028218	7500	-4.718588	-1407.429233
76	0.025370	7500	-4.431791	-1411.861024
77	0.022702	7500	-4.197228	-1416.058252
78	0.020209	7500	-3.956295	-1420.014547
79	0.017889	7500	-3.714827	-1423.729373
80	0.015736	7500	-3.623938	-1427.353312
81	0.013746	7500	-3.688220	-1431.041532
82	0.011916	7500	-4.181506	-1435.223037
83	0.010240	7500	-3.886119	-1439.109156
84	0.008714	7500	-3.504703	-1442.613859
85	0.007334	7500	-3.228176	-1445.842035
86	0.006093	7500	-2.890437	-1448.732471
87	0.004988	7500	-2.614522	-1451.346993
88	0.004013	7500	-2.369432	-1453.716425
89	0.003162	7500	-2.179363	-1455.895788
90	0.002430	7500	-1.937817	-1457.833605
91	0.001810	7500	-1.624264	-1459.457870
92	0.001296	7500	-1.452461	-1460.910330
93	0.000882	7500	-1.147177	-1462.057507
94	0.000559	7500	-0.936816	-1462.994323
95	0.000320	7500	-0.916514	-1463.910837
96	0.000156	7500	-0.497553	-1464.408390
97	0.000057	7500	-0.344440	-1464.752830
98	0.000010	7500	-0.137787	-1464.890617
99	0.000000	7500	-0.029197	-1464.919814
Log marginal likelihood:	-1464.919814
0	0.975187	7500	-34.963244	-34.963244
1	0.950747	7500	-34.436755	-69.399998
2	0.926679	7500	-33.915519	-103.315517
3	0.902980	7500	-33.401833	-136.717350
4	0.879648	7500	-32.885071	-169.602420
5	0.856682	7500	-32.369265	-201.971685
6	0.834079	7500	-31.862566	-233.834251
7	0.811838	7500	-31.348180	-265.182431
8	0.789957	7500	-30.844036	-296.026467
9	0.768433	7500	-30.341894	-326.368361
10	0.747266	7500	-29.840013	-356.208375
11	0.726452	7500	-29.349289	-385.557664
12	0.705989	7500	-28.850571	-414.408235
13	0.685877	7500	-28.367436	-442.775671
14	0.666112	7500	-27.884599	-470.660270
15	0.646693	7500	-27.394862	-498.055132
16	0.627618	7500	-26.911399	-524.966531
17	0.608884	7500	-26.440407	-551.406937
18	0.590490	7500	-25.959294	-577.366231
19	0.572433	7500	-25.488271	-602.854502
20	0.554712	7500	-25.018268	-627.872769
21	0.537324	7500	-24.562651	-652.435420
22	0.520268	7500	-24.094156	-676.529576
23	0.503540	7500	-23.635831	-700.165408
24	0.487139	7500	-23.168957	-723.334365
25	0.471063	7500	-22.723173	-746.057538
26	0.455310	7500	-22.292769	-768.350307
27	0.439877	7500	-21.826757	-790.177064
28	0.424762	7500	-21.377724	-811.554788
29	0.409963	7500	-20.929762	-832.484549
30	0.395478	7500	-20.510318	-852.994867
31	0.381305	7500	-20.050436	-873.045304
32	0.367440	7500	-19.615438	-892.660741
33	0.353883	7500	-19.221078	-911.881819
34	0.340630	7500	-18.775355	-930.657174
35	0.327680	7500	-18.359621	-949.016796
36	0.315030	7500	-17.939204	-966.955999
37	0.302677	7500	-17.527273	-984.483272
38	0.290619	7500	-17.119836	-1001.603109
39	0.278855	7500	-16.700487	-1018.303596
40	0.267381	7500	-16.285369	-1034.588965
41	0.256195	7500	-15.915999	-1050.504963
42	0.245294	7500	-15.497801	-1066.002765
43	0.234677	7500	-15.145580	-1081.148345
44	0.224340	7500	-14.740383	-1095.888728
45	0.214281	7500	-14.346745	-1110.235473
46	0.204498	7500	-13.982019	-1124.217493
47	0.194988	7500	-13.585280	-1137.802773
48	0.185749	7500	-13.148200	-1150.950972
49	0.176777	7500	-12.786287	-1163.737259
50	0.168070	7500	-12.406000	-1176.143259
51	0.159626	7500	-12.036722	-1188.179981
52	0.151441	7500	-11.674288	-1199.854269
53	0.143514	7500	-11.328570	-1211.182839
54	0.135841	7500	-10.959193	-1222.142032
55	0.128420	7500	-10.619306	-1232.761339
56	0.121247	7500	-10.264091	-1243.025429
57	0.114320	7500	-9.937791	-1252.963220
58	0.107637	7500	-9.595004	-1262.558225
59	0.101193	7500	-9.262760	-1271.820985
60	0.094986	7500	-8.917994	-1280.738978
61	0.089014	7500	-8.594759	-1289.333737
62	0.083273	7500	-8.282701	-1297.616438
63	0.077760	7500	-7.970628	-1305.587066
64	0.072472	7500	-7.658485	-1313.245551
65	0.067406	7500	-7.352051	-1320.597602
66	0.062558	7500	-7.030290	-1327.627893
67	0.057926	7500	-6.727756	-1334.355648
68	0.053506	7500	-6.438860	-1340.794508
69	0.049295	7500	-6.146187	-1346.940695
70	0.045289	7500	-5.883896	-1352.824591
71	0.041485	7500	-5.585181	-1358.409772
72	0.037880	7500	-5.329921	-1363.739694
73	0.034469	7500	-5.042652	-1368.782345
74	0.031250	7500	-4.809786	-1373.592131
75	0.028218	7500	-4.550838	-1378.142968
76	0.025370	7500	-4.284476	-1382.427445
77	0.022702	7500	-4.015769	-1386.443214
78	0.020209	7500	-3.816457	-1390.259671
79	0.017889	7500	-3.548901	-1393.808572
80	0.015736	7500	-3.379920	-1397.188492
81	0.013746	7500	-3.204975	-1400.393468
82	0.011916	7500	-2.948740	-1403.342208
83	0.010240	7500	-2.874349	-1406.216557
84	0.008714	7500	-2.703321	-1408.919878
85	0.007334	7500	-2.578035	-1411.497913
86	0.006093	7500	-2.461643	-1413.959556
87	0.004988	7500	-2.300137	-1416.259693
88	0.004013	7500	-2.136608	-1418.396301
89	0.003162	7500	-2.000609	-1420.396910
90	0.002430	7500	-1.814073	-1422.210983
91	0.001810	7500	-1.696256	-1423.907239
92	0.001296	7500	-1.604369	-1425.511608
93	0.000882	7500	-1.423025	-1426.934633
94	0.000559	7500	-1.204733	-1428.139366
95	0.000320	7500	-0.976896	-1429.116262
96	0.000156	7500	-0.538874	-1429.655135
97	0.000057	7500	-0.304774	-1429.959909
98	0.000010	7500	-0.136430	-1430.096339
99	0.000000	7500	-0.034673	-1430.131012
Log marginal likelihood:	-1430.131012
0	0.975187	7500	-35.174849	-35.174849
1	0.950747	7500	-34.654697	-69.829546
2	0.926679	7500	-34.128369	-103.957915
3	0.902980	7500	-33.602037	-137.559952
4	0.879648	7500	-33.084850	-170.644801
5	0.856682	7500	-32.569515	-203.214316
6	0.834079	7500	-32.056786	-235.271102
