Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-48.762991	-48.762991
1	0.950747	7500	-48.029765	-96.792756
2	0.926679	7500	-47.302854	-144.095610
3	0.902980	7500	-46.578575	-190.674184
4	0.879648	7500	-45.859663	-236.533848
5	0.856682	7500	-45.140228	-281.674076
6	0.834079	7500	-44.425759	-326.099835
7	0.811838	7500	-43.717509	-369.817344
8	0.789957	7500	-43.014820	-412.832164
9	0.768433	7500	-42.312662	-455.144826
10	0.747266	7500	-41.610380	-496.755206
11	0.726452	7500	-40.922076	-537.677281
12	0.705989	7500	-40.228247	-577.905528
13	0.685877	7500	-39.544412	-617.449940
14	0.666112	7500	-38.863211	-656.313151
15	0.646693	7500	-38.186879	-694.500030
16	0.627618	7500	-37.509783	-732.009813
17	0.608884	7500	-36.840139	-768.849952
18	0.590490	7500	-36.172357	-805.022309
19	0.572433	7500	-35.510658	-840.532968
20	0.554712	7500	-34.853046	-875.386014
21	0.537324	7500	-34.201384	-909.587398
22	0.520268	7500	-33.561954	-943.149352
23	0.503540	7500	-32.912424	-976.061776
24	0.487139	7500	-32.267701	-1008.329476
25	0.471063	7500	-31.634625	-1039.964101
26	0.455310	7500	-30.996367	-1070.960469
27	0.439877	7500	-30.364968	-1101.325437
28	0.424762	7500	-29.747092	-1131.072529
29	0.409963	7500	-29.121317	-1160.193846
30	0.395478	7500	-28.510249	-1188.704094
31	0.381305	7500	-27.898676	-1216.602771
32	0.367440	7500	-27.292834	-1243.895605
33	0.353883	7500	-26.693407	-1270.589012
34	0.340630	7500	-26.095151	-1296.684163
35	0.327680	7500	-25.504084	-1322.188248
36	0.315030	7500	-24.912677	-1347.100924
37	0.302677	7500	-24.326926	-1371.427850
38	0.290619	7500	-23.756328	-1395.184178
39	0.278855	7500	-23.176365	-1418.360543
40	0.267381	7500	-22.607428	-1440.967972
41	0.256195	7500	-22.049528	-1463.017500
42	0.245294	7500	-21.489470	-1484.506970
43	0.234677	7500	-20.938003	-1505.444974
44	0.224340	7500	-20.394885	-1525.839859
45	0.214281	7500	-19.837900	-1545.677759
46	0.204498	7500	-19.301729	-1564.979488
47	0.194988	7500	-18.763133	-1583.742621
48	0.185749	7500	-18.237713	-1601.980334
49	0.176777	7500	-17.716947	-1619.697281
50	0.168070	7500	-17.199078	-1636.896359
51	0.159626	7500	-16.689463	-1653.585822
52	0.151441	7500	-16.173372	-1669.759194
53	0.143514	7500	-15.680670	-1685.439864
54	0.135841	7500	-15.185765	-1700.625629
55	0.128420	7500	-14.692015	-1715.317643
