Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-39.469133	-39.469133
1	0.950747	7500	-38.870617	-78.339749
2	0.926679	7500	-38.303910	-116.643659
3	0.902980	7500	-37.707486	-154.351145
4	0.879648	7500	-37.125076	-191.476221
5	0.856682	7500	-36.546912	-228.023133
6	0.834079	7500	-35.962393	-263.985526
7	0.811838	7500	-35.414997	-299.400524
8	0.789957	7500	-34.819916	-334.220439
9	0.768433	7500	-34.276070	-368.496509
10	0.747266	7500	-33.719590	-402.216099
11	0.726452	7500	-33.141249	-435.357348
12	0.705989	7500	-32.598804	-467.956152
13	0.685877	7500	-32.033552	-499.989705
14	0.666112	7500	-31.473071	-531.462776
15	0.646693	7500	-30.956781	-562.419557
16	0.627618	7500	-30.381811	-592.801368
17	0.608884	7500	-29.868987	-622.670354
18	0.590490	7500	-29.337427	-652.007782
19	0.572433	7500	-28.833926	-680.841708
20	0.554712	7500	-28.273736	-709.115444
21	0.537324	7500	-27.734636	-736.850079
22	0.520268	7500	-27.207612	-764.057692
23	0.503540	7500	-26.713984	-790.771676
24	0.487139	7500	-26.172602	-816.944278
25	0.471063	7500	-25.664420	-842.608698
26	0.455310	7500	-25.172413	-867.781110
27	0.439877	7500	-24.674142	-892.455253
28	0.424762	7500	-24.149148	-916.604401
29	0.409963	7500	-23.868428	-940.472829
30	0.395478	7500	-23.293504	-963.766333
31	0.381305	7500	-22.697570	-986.463903
32	0.367440	7500	-22.163386	-1008.627289
33	0.353883	7500	-21.647499	-1030.274788
34	0.340630	7500	-21.210778	-1051.485566
35	0.327680	7500	-20.752232	-1072.237798
36	0.315030	7500	-20.278826	-1092.516623
37	0.302677	7500	-19.774521	-1112.291145
38	0.290619	7500	-19.315958	-1131.607103
39	0.278855	7500	-18.864127	-1150.471230
40	0.267381	7500	-18.434263	-1168.905493
41	0.256195	7500	-17.929012	-1186.834505
42	0.245294	7500	-17.526299	-1204.360804
43	0.234677	7500	-17.069670	-1221.430474
44	0.224340	7500	-16.654148	-1238.084622
45	0.214281	7500	-16.231844	-1254.316466
46	0.204498	7500	-15.861867	-1270.178333
47	0.194988	7500	-15.382500	-1285.560832
48	0.185749	7500	-14.991710	-1300.552542
49	0.176777	7500	-14.477747	-1315.030289
50	0.168070	7500	-14.093103	-1329.123392
51	0.159626	7500	-13.708530	-1342.831922
52	0.151441	7500	-13.295928	-1356.127850
53	0.143514	7500	-12.871578	-1368.999428
54	0.135841	7500	-12.493016	-1381.492444
55	0.128420	7500	-12.102613	-1393.595058
56	0.121247	7500	-11.643553	-1405.238611
57	0.114320	7500	-11.347109	-1416.585720
58	0.107637	7500	-10.936612	-1427.522332
59	0.101193	7500	-10.516662	-1438.038994
