Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-30.825583	-30.825583
1	0.950747	7500	-30.360239	-61.185822
2	0.926679	7500	-29.906366	-91.092188
3	0.902980	7500	-29.454185	-120.546373
4	0.879648	7500	-28.999296	-149.545669
5	0.856682	7500	-28.566444	-178.112113
6	0.834079	7500	-28.087177	-206.199290
7	0.811838	7500	-27.656716	-233.856007
8	0.789957	7500	-27.203260	-261.059266
9	0.768433	7500	-26.772914	-287.832180
10	0.747266	7500	-26.330803	-314.162982
11	0.726452	7500	-25.888796	-340.051779
12	0.705989	7500	-25.457626	-365.509405
13	0.685877	7500	-25.020879	-390.530284
14	0.666112	7500	-24.584405	-415.114689
15	0.646693	7500	-24.176062	-439.290751
16	0.627618	7500	-23.735412	-463.026162
17	0.608884	7500	-23.319224	-486.345387
18	0.590490	7500	-22.901930	-509.247317
19	0.572433	7500	-22.523633	-531.770950
20	0.554712	7500	-22.063685	-553.834635
21	0.537324	7500	-21.782435	-575.617071
22	0.520268	7500	-21.263846	-596.880916
23	0.503540	7500	-20.846018	-617.726934
24	0.487139	7500	-20.446508	-638.173442
25	0.471063	7500	-20.213245	-658.386687
26	0.455310	7500	-19.900263	-678.286949
27	0.439877	7500	-19.498169	-697.785118
28	0.424762	7500	-19.057538	-716.842656
29	0.409963	7500	-18.661823	-735.504479
30	0.395478	7500	-18.299056	-753.803535
31	0.381305	7500	-17.896858	-771.700393
32	0.367440	7500	-17.507694	-789.208087
33	0.353883	7500	-16.969011	-806.177098
34	0.340630	7500	-16.735350	-822.912448
35	0.327680	7500	-16.272000	-839.184449
36	0.315030	7500	-15.949042	-855.133491
37	0.302677	7500	-15.495919	-870.629410
38	0.290619	7500	-15.196963	-885.826373
39	0.278855	7500	-14.784086	-900.610459
40	0.267381	7500	-14.526176	-915.136635
41	0.256195	7500	-14.179928	-929.316562
42	0.245294	7500	-13.824943	-943.141505
43	0.234677	7500	-13.477685	-956.619190
44	0.224340	7500	-13.112584	-969.731775
45	0.214281	7500	-12.779370	-982.511144
46	0.204498	7500	-12.426535	-994.937679
47	0.194988	7500	-12.112906	-1007.050585
48	0.185749	7500	-11.753985	-1018.804571
49	0.176777	7500	-11.448496	-1030.253067
50	0.168070	7500	-11.089785	-1041.342852
51	0.159626	7500	-10.749205	-1052.092057
52	0.151441	7500	-10.491222	-1062.583280
53	0.143514	7500	-10.144834	-1072.728113
54	0.135841	7500	-9.814221	-1082.542334
55	0.128420	7500	-9.514560	-1092.056895
56	0.121247	7500	-9.221799	-1101.278694
57	0.114320	7500	-8.908186	-1110.186880
58	0.107637	7500	-8.634023	-1118.820903
59	0.101193	7500	-8.323092	-1127.143995
60	0.094986	7500	-8.042269	-1135.186264
61	0.089014	7500	-7.754477	-1142.940741
62	0.083273	7500	-7.436065	-1150.376806
63	0.077760	7500	-7.195515	-1157.572321
64	0.072472	7500	-6.880882	-1164.453203
65	0.067406	7500	-6.636481	-1171.089684
66	0.062558	7500	-6.549656	-1177.639341
67	0.057926	7500	-6.505868	-1184.145209
68	0.053506	7500	-6.178307	-1190.323515
69	0.049295	7500	-5.780378	-1196.103893
70	0.045289	7500	-5.628854	-1201.732748
71	0.041485	7500	-5.454141	-1207.186889
72	0.037880	7500	-5.128111	-1212.315000
73	0.034469	7500	-4.940760	-1217.255760
74	0.031250	7500	-4.877282	-1222.133042
75	0.028218	7500	-5.016806	-1227.149848
76	0.025370	7500	-4.779540	-1231.929388
77	0.022702	7500	-4.482390	-1236.411778
78	0.020209	7500	-4.195659	-1240.607437
79	0.017889	7500	-3.908246	-1244.515683
80	0.015736	7500	-3.632028	-1248.147710
81	0.013746	7500	-3.363103	-1251.510814
82	0.011916	7500	-3.162326	-1254.673140
83	0.010240	7500	-2.860604	-1257.533743
84	0.008714	7500	-2.677433	-1260.211176
85	0.007334	7500	-2.486096	-1262.697272
86	0.006093	7500	-2.219887	-1264.917159
87	0.004988	7500	-2.019531	-1266.936690
88	0.004013	7500	-1.862064	-1268.798754
89	0.003162	7500	-1.617571	-1270.416326
90	0.002430	7500	-1.636258	-1272.052584
91	0.001810	7500	-1.365319	-1273.417903
92	0.001296	7500	-1.164156	-1274.582059
93	0.000882	7500	-1.015918	-1275.597977
94	0.000559	7500	-0.844488	-1276.442465
95	0.000320	7500	-0.582638	-1277.025104
96	0.000156	7500	-0.394308	-1277.419411
97	0.000057	7500	-0.287994	-1277.707405
98	0.000010	7500	-0.110028	-1277.817433
99	0.000000	7500	-0.029532	-1277.846965
Log marginal likelihood:	-1277.846965
0	0.975187	7500	-30.315849	-30.315849
1	0.950747	7500	-29.865818	-60.181667
2	0.926679	7500	-29.416929	-89.598596
3	0.902980	7500	-28.970199	-118.568795
4	0.879648	7500	-28.515806	-147.084601
5	0.856682	7500	-28.065961	-175.150562
6	0.834079	7500	-27.623341	-202.773903
7	0.811838	7500	-27.194931	-229.968835
8	0.789957	7500	-26.752826	-256.721661
9	0.768433	7500	-26.337084	-283.058745
10	0.747266	7500	-25.888552	-308.947297
11	0.726452	7500	-25.447878	-334.395175
12	0.705989	7500	-25.001843	-359.397018
13	0.685877	7500	-24.596060	-383.993078
14	0.666112	7500	-24.165684	-408.158762
15	0.646693	7500	-23.760639	-431.919401
16	0.627618	7500	-23.334967	-455.254368
17	0.608884	7500	-22.935206	-478.189574
18	0.590490	7500	-22.516019	-500.705593
19	0.572433	7500	-22.115005	-522.820598
20	0.554712	7500	-21.678734	-544.499332
21	0.537324	7500	-21.286638	-565.785970
22	0.520268	7500	-20.905727	-586.691697
23	0.503540	7500	-20.486869	-607.178566
24	0.487139	7500	-20.088421	-627.266987
25	0.471063	7500	-19.701599	-646.968586
26	0.455310	7500	-19.335454	-666.304039
27	0.439877	7500	-18.925058	-685.229098
28	0.424762	7500	-18.539609	-703.768706
29	0.409963	7500	-18.152945	-721.921651
30	0.395478	7500	-17.791136	-739.712787
31	0.381305	7500	-17.428917	-757.141704
32	0.367440	7500	-17.231992	-774.373696
33	0.353883	7500	-16.868356	-791.242051
34	0.340630	7500	-16.491636	-807.733687
35	0.327680	7500	-16.133530	-823.867217
36	0.315030	7500	-15.773977	-839.641194
37	0.302677	7500	-15.387088	-855.028282
38	0.290619	7500	-14.988050	-870.016332
39	0.278855	7500	-14.587125	-884.603457
40	0.267381	7500	-14.267974	-898.871431
41	0.256195	7500	-13.960329	-912.831760
42	0.245294	7500	-13.594134	-926.425894
43	0.234677	7500	-13.247356	-939.673250
44	0.224340	7500	-12.904475	-952.577725
45	0.214281	7500	-12.579406	-965.157131
46	0.204498	7500	-12.239429	-977.396560
47	0.194988	7500	-11.908083	-989.304643
48	0.185749	7500	-11.578276	-1000.882919
49	0.176777	7500	-11.276981	-1012.159900
50	0.168070	7500	-10.927215	-1023.087115
51	0.159626	7500	-10.664982	-1033.752097
52	0.151441	7500	-10.305535	-1044.057632
53	0.143514	7500	-9.985852	-1054.043484
54	0.135841	7500	-9.681590	-1063.725074
55	0.128420	7500	-9.373563	-1073.098637
56	0.121247	7500	-9.169644	-1082.268282
57	0.114320	7500	-8.779340	-1091.047622
58	0.107637	7500	-8.455278	-1099.502900
59	0.101193	7500	-8.162708	-1107.665608
60	0.094986	7500	-7.895390	-1115.560998
61	0.089014	7500	-7.735524	-1123.296522
62	0.083273	7500	-7.317393	-1130.613914
63	0.077760	7500	-7.033170	-1137.647084
64	0.072472	7500	-7.079823	-1144.726908
65	0.067406	7500	-6.930955	-1151.657863
66	0.062558	7500	-6.350862	-1158.008725
67	0.057926	7500	-6.401784	-1164.410509
68	0.053506	7500	-6.146493	-1170.557002
69	0.049295	7500	-5.831280	-1176.388281
70	0.045289	7500	-5.611562	-1181.999843
71	0.041485	7500	-5.403358	-1187.403202
72	0.037880	7500	-5.157382	-1192.560583
73	0.034469	7500	-5.075526	-1197.636110
74	0.031250	7500	-5.210093	-1202.846203
75	0.028218	7500	-5.031310	-1207.877513
76	0.025370	7500	-4.737809	-1212.615322
77	0.022702	7500	-4.488203	-1217.103525
78	0.020209	7500	-4.200469	-1221.303994
79	0.017889	7500	-3.880729	-1225.184723
80	0.015736	7500	-3.680264	-1228.864988
81	0.013746	7500	-3.435778	-1232.300766
82	0.011916	7500	-3.147655	-1235.448420
83	0.010240	7500	-2.949559	-1238.397979
84	0.008714	7500	-2.722249	-1241.120228
85	0.007334	7500	-2.506099	-1243.626327
86	0.006093	7500	-2.234999	-1245.861325
87	0.004988	7500	-2.065705	-1247.927031
88	0.004013	7500	-1.817068	-1249.744099
89	0.003162	7500	-1.608717	-1251.352816
90	0.002430	7500	-1.446668	-1252.799485
91	0.001810	7500	-1.249808	-1254.049293
