Steppingstone sampler:
        No Stones:                  100
        Start It:                   30300001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-26.305343	-26.305343
1	0.950747	7500	-25.907851	-52.213194
2	0.926679	7500	-25.516923	-77.730117
3	0.902980	7500	-25.127866	-102.857982
4	0.879648	7500	-24.744475	-127.602458
5	0.856682	7500	-24.356054	-151.958511
6	0.834079	7500	-23.978476	-175.936987
7	0.811838	7500	-23.601847	-199.538834
8	0.789957	7500	-23.210385	-222.749219
9	0.768433	7500	-22.831501	-245.580719
10	0.747266	7500	-22.464624	-268.045343
11	0.726452	7500	-22.096487	-290.141830
12	0.705989	7500	-21.724481	-311.866310
13	0.685877	7500	-21.331798	-333.198109
14	0.666112	7500	-20.986067	-354.184175
15	0.646693	7500	-20.637848	-374.822023
16	0.627618	7500	-20.266436	-395.088459
17	0.608884	7500	-19.910634	-414.999093
18	0.590490	7500	-19.558089	-434.557182
19	0.572433	7500	-19.185276	-453.742458
20	0.554712	7500	-18.844102	-472.586560
21	0.537324	7500	-18.497548	-491.084108
22	0.520268	7500	-18.134811	-509.218920
23	0.503540	7500	-17.802264	-527.021184
24	0.487139	7500	-17.455409	-544.476593
25	0.471063	7500	-17.120657	-561.597251
26	0.455310	7500	-16.776540	-578.373790
27	0.439877	7500	-16.445496	-594.819286
28	0.424762	7500	-16.104223	-610.923509
29	0.409963	7500	-15.789956	-626.713465
30	0.395478	7500	-15.446468	-642.159933
31	0.381305	7500	-15.123393	-657.283326
32	0.367440	7500	-14.801352	-672.084679
33	0.353883	7500	-14.469319	-686.553998
34	0.340630	7500	-14.160714	-700.714712
35	0.327680	7500	-13.852537	-714.567248
36	0.315030	7500	-13.546189	-728.113438
37	0.302677	7500	-13.269427	-741.382865
38	0.290619	7500	-12.916541	-754.299406
39	0.278855	7500	-12.585703	-766.885109
40	0.267381	7500	-12.289948	-779.175057
41	0.256195	7500	-12.015833	-791.190889
42	0.245294	7500	-11.703764	-802.894653
43	0.234677	7500	-11.423091	-814.317743
44	0.224340	7500	-11.127416	-825.445160
45	0.214281	7500	-11.015082	-836.460242
46	0.204498	7500	-10.825821	-847.286063
47	0.194988	7500	-10.498191	-857.784254
48	0.185749	7500	-10.204153	-867.988407
49	0.176777	7500	-9.739101	-877.727508
50	0.168070	7500	-9.558714	-887.286222
51	0.159626	7500	-9.338279	-896.624501
52	0.151441	7500	-9.122468	-905.746969
53	0.143514	7500	-9.075052	-914.822021
54	0.135841	7500	-8.560236	-923.382257
55	0.128420	7500	-8.304731	-931.686987
56	0.121247	7500	-8.086855	-939.773843
57	0.114320	7500	-7.799460	-947.573303
58	0.107637	7500	-7.427119	-955.000421
59	0.101193	7500	-7.252356	-962.252778
60	0.094986	7500	-7.407900	-969.660677
61	0.089014	7500	-6.850334	-976.511011
62	0.083273	7500	-6.485395	-982.996406
63	0.077760	7500	-6.576945	-989.573351
64	0.072472	7500	-6.351670	-995.925021
65	0.067406	7500	-6.077613	-1002.002634
66	0.062558	7500	-5.838620	-1007.841254
67	0.057926	7500	-5.603664	-1013.444919
68	0.053506	7500	-5.389993	-1018.834912
69	0.049295	7500	-5.213745	-1024.048658
70	0.045289	7500	-4.897332	-1028.945989
71	0.041485	7500	-4.646381	-1033.592370
72	0.037880	7500	-4.419342	-1038.011712
73	0.034469	7500	-5.141459	-1043.153171
74	0.031250	7500	-4.862393	-1048.015564
75	0.028218	7500	-4.612352	-1052.627916
76	0.025370	7500	-4.341917	-1056.969833
77	0.022702	7500	-4.106426	-1061.076259
78	0.020209	7500	-3.832328	-1064.908586
79	0.017889	7500	-3.589187	-1068.497773
80	0.015736	7500	-3.357500	-1071.855273
81	0.013746	7500	-3.147242	-1075.002515
82	0.011916	7500	-2.898449	-1077.900963
83	0.010240	7500	-2.645800	-1080.546763
84	0.008714	7500	-2.454102	-1083.000866
85	0.007334	7500	-2.244556	-1085.245422
86	0.006093	7500	-2.037825	-1087.283246
87	0.004988	7500	-1.831773	-1089.115019
88	0.004013	7500	-1.714171	-1090.829191
89	0.003162	7500	-1.497931	-1092.327121
90	0.002430	7500	-1.353210	-1093.680331
91	0.001810	7500	-1.101252	-1094.781583
92	0.001296	7500	-1.015348	-1095.796931
93	0.000882	7500	-0.847476	-1096.644408
94	0.000559	7500	-0.608975	-1097.253383
95	0.000320	7500	-0.504211	-1097.757593
96	0.000156	7500	-0.443404	-1098.200997
97	0.000057	7500	-0.291566	-1098.492563
98	0.000010	7500	-0.122768	-1098.615331
99	0.000000	7500	-0.022033	-1098.637364
Log marginal likelihood:	-1098.637364
0	0.975187	7500	-26.562579	-26.562579
1	0.950747	7500	-26.161604	-52.724183
2	0.926679	7500	-25.768542	-78.492726
3	0.902980	7500	-25.374479	-103.867204
4	0.879648	7500	-24.985553	-128.852757
5	0.856682	7500	-24.596561	-153.449318
6	0.834079	7500	-24.212499	-177.661817
7	0.811838	7500	-23.829442	-201.491259
8	0.789957	7500	-23.437495	-224.928754
9	0.768433	7500	-23.073817	-248.002571
10	0.747266	7500	-22.685878	-270.688449
11	0.726452	7500	-22.300763	-292.989212
12	0.705989	7500	-21.935944	-314.925156
13	0.685877	7500	-21.596514	-336.521670
14	0.666112	7500	-21.243019	-357.764689
15	0.646693	7500	-20.863561	-378.628250
16	0.627618	7500	-20.516905	-399.145155
17	0.608884	7500	-20.162783	-419.307938
18	0.590490	7500	-19.780470	-439.088408
19	0.572433	7500	-19.433761	-458.522170
20	0.554712	7500	-19.073896	-477.596066
21	0.537324	7500	-18.735478	-496.331544
22	0.520268	7500	-18.366744	-514.698288
23	0.503540	7500	-18.032703	-532.730992
24	0.487139	7500	-17.681879	-550.412870
25	0.471063	7500	-17.349224	-567.762094
26	0.455310	7500	-16.982796	-584.744890
27	0.439877	7500	-16.664065	-601.408955
28	0.424762	7500	-16.316031	-617.724986
29	0.409963	7500	-15.994602	-633.719588
30	0.395478	7500	-15.668400	-649.387988
31	0.381305	7500	-15.336519	-664.724507
32	0.367440	7500	-15.019272	-679.743779
33	0.353883	7500	-14.690320	-694.434099
34	0.340630	7500	-14.379998	-708.814096
35	0.327680	7500	-14.073856	-722.887953
36	0.315030	7500	-13.732048	-736.620001
37	0.302677	7500	-13.411132	-750.031133
38	0.290619	7500	-13.105575	-763.136708
39	0.278855	7500	-12.797007	-775.933715
40	0.267381	7500	-12.486342	-788.420057
41	0.256195	7500	-12.148964	-800.569021
